id,sexo,edad,nivel,region,zona,tipo_establecimiento,rendimiento_promedio,rendimiento_matematicas,rendimiento_lenguaje,repitencia,trabaja,horas_trabajo_semana,particip_extraescolar,acceso_internet_hogar,nivel_ses,estructura_familiar,tiempo_traslado_min,apoyo_psicopedagogico,ema_i01,ema_i02,ema_i03,ema_i04,ema_i05,ema_i06,ema_i07,ema_i08,ema_i09,ema_i10,ema_i11,ema_i12,ema_i13,ema_i14,ema_i15,ema_i16,ema_i17,ema_i18,ema_intrinseca,ema_extrinseca,ema_desmotivacion,ema_total,eaa_i01,eaa_i02,eaa_i03,eaa_i04,eaa_i05,eaa_i06,eaa_i07,eaa_i08,eaa_i09,eaa_i10,eaa_i11,eaa_i12,eaa_i13,eaa_i14,eaa_tareas,eaa_social,eaa_total,ece_i01,ece_i02,ece_i03,ece_i04,ece_i05,ece_i06,ece_i07,ece_i08,ece_i09,ece_i10,ece_i11,ece_i12,ece_i13,ece_i14,ece_i15,ece_i16,ece_docente,ece_pares,ece_institucional,ece_total,iesa_i01,iesa_i02,iesa_i03,iesa_i04,iesa_i05,iesa_i06,iesa_i07,iesa_i08,iesa_i09,iesa_i10,iesa_i11,iesa_i12,iesa_evaluativo,iesa_carga,iesa_total
EDU-168,Hombre,14,1° Medio,RM,Urbano,Part. Pagado,6.8,6.8,6.9,No,No,0,Sí,Sí,Medio,Extendida,14,No,4,3,4,4,2,3,3,3,2,3,3,2,3,4,2,1,2,3,3.3333333333333335,2.6666666666666665,2.5,2.8333333333333335,2,3,3,3,3,3,2,4,3,4,4,4,4,3,2.7142857142857144,3.7142857142857144,3.2142857142857144,2,3,3,3,2,2,2,2,2,3,3,3,4,3,3,3,2.5,2.4,3.2,2.6875,1,1,2,2,1,1,1,1,2,1,1,2,1.3333333333333333,1.3333333333333333,1.3333333333333333
EDU-169,Mujer,14,2° Medio,RM,Urbano,Part. Subvencionado,5,3.3,3.5,No,No,0,No,Sí,Bajo,Biparental,35,No,1,2,2,1,1,1,3,2,3,1,2,4,4,3,3,3,2,3,1.3333333333333333,2.5,3,2.2777777777777777,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3.142857142857143,3.142857142857143,3.142857142857143,2,4,2,3,3,1,2,2,2,3,3,3,2,1,2,4,2.5,2.4,2.4,2.4375,4,4,3,4,4,3,3,3,2,3,2,3,3.6666666666666665,2.6666666666666665,3.1666666666666665
EDU-170,Mujer,17,4° Medio,RM,Rural,Part. Pagado,6.6,7,NA,No,No,0,No,No,Bajo,Biparental,21,No,4,3,4,4,4,4,1,1,1,2,2,1,1,1,1,1,1,1,3.8333333333333335,1.3333333333333333,1,2.0555555555555554,3,3,2,3,3,3,3,3,4,3,3,3,3,3,2.857142857142857,3.142857142857143,3,3,3,2,4,3,3,2,4,3,4,2,3,2,3,3,4,3,3,3,3,4,2,2,2,2,1,1,2,1,2,2,3,2.1666666666666665,1.8333333333333333,2
EDU-171,Hombre,14,2° Medio,Maule,Urbano,Part. Subvencionado,4.6,4.6,5.7,No,Sí,NA,No,No,Medio,Biparental,5,No,1,2,1,2,4,2,2,1,1,3,1,4,4,3,3,3,3,2,2,2,3,2.3333333333333335,3,3,2,2,2,2,3,3,3,3,2,3,2,4,2.4285714285714284,2.857142857142857,2.642857142857143,3,3,3,2,2,2,2,2,3,4,2,2,4,3,3,2,2.5,2.6,2.8,2.625,2,1,1,3,2,3,2,3,2,2,3,3,2,2.5,2.25
EDU-172,Hombre,17,1° Medio,RM,Urbano,Municipal,6.1,5.5,6.2,No,No,0,Sí,Sí,Alto,Biparental,52,No,3,3,3,4,3,3,4,4,3,2,4,3,2,2,2,2,1,2,3.1666666666666665,3.3333333333333335,1.8333333333333333,2.7777777777777777,3,4,4,4,3,3,3,4,4,3,2,3,3,3,3.4285714285714284,3.142857142857143,3.2857142857142856,3,3,4,4,3,3,2,3,4,2,2,2,1,2,3,2,3.3333333333333335,2.6,2,2.6875,1,1,2,2,1,2,1,1,3,1,1,2,1.5,1.5,1.5
EDU-173,Hombre,16,2° Medio,Valparaíso,Urbano,Municipal,6.8,NA,6.8,No,No,0,Sí,Sí,Bajo,Biparental,5,No,3,2,2,2,3,3,1,1,2,2,2,2,1,1,2,2,1,2,2.5,1.6666666666666667,1.5,1.8888888888888888,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3.142857142857143,2.857142857142857,3,2,3,2,2,2,2,3,2,3,3,4,3,4,1,3,3,2.1666666666666665,3,2.8,2.625,1,1,1,1,1,1,1,1,1,1,1,2,1,1.1666666666666667,1.0833333333333333
EDU-174,Hombre,18,3° Medio,RM,Urbano,Part. Subvencionado,4.3,3.4,3.1,No,Sí,24,No,Sí,Bajo,Otra,5,No,2,3,3,4,3,3,3,4,3,3,4,3,1,2,2,2,2,4,3,3.3333333333333335,2.1666666666666665,2.8333333333333335,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2.2857142857142856,2.142857142857143,2.2142857142857144,2,2,3,3,3,2,2,3,2,3,3,3,2,1,1,2,2.5,2.6,1.8,2.3125,1,2,3,3,2,1,2,1,3,1,2,2,2,1.8333333333333333,1.9166666666666667
EDU-175,Hombre,15,2° Medio,Maule,Urbano,Part. Subvencionado,6.7,6.8,6.1,No,No,0,No,Sí,Medio,Otra,10,No,2,3,4,4,3,4,2,2,2,1,3,3,2,1,1,1,2,3,3.3333333333333335,2.1666666666666665,1.6666666666666667,2.388888888888889,3,4,2,4,3,3,3,3,3,2,3,3,2,3,3.142857142857143,2.7142857142857144,2.9285714285714284,3,3,2,4,3,3,3,4,4,4,1,3,2,3,3,2,3,3.2,2.6,2.9375,1,2,1,2,2,1,2,1,2,1,1,3,1.5,1.6666666666666667,1.5833333333333333
EDU-176,Mujer,14,2° Medio,Otra,Urbano,Municipal,3,2,2,Sí,No,0,Sí,Sí,Bajo,Biparental,16,Sí,3,3,2,3,1,2,1,2,2,1,1,2,2,2,2,2,1,1,2.3333333333333335,1.5,1.6666666666666667,1.8333333333333333,2,2,2,3,3,2,2,3,1,2,2,4,2,1,2.2857142857142856,2.142857142857143,2.2142857142857144,2,2,2,2,2,1,3,2,2,2,2,3,3,2,2,2,1.8333333333333333,2.2,2.4,2.125,3,3,3,3,3,3,3,3,4,4,2,3,3,3.1666666666666665,3.0833333333333335
EDU-177,Hombre,15,4° Medio,RM,Urbano,Part. Subvencionado,5,4.1,5.1,No,No,0,No,Sí,Medio,Extendida,58,No,4,2,3,3,2,3,3,3,3,1,2,1,2,1,3,2,2,3,2.8333333333333335,2.1666666666666665,2.1666666666666665,2.388888888888889,2,3,2,4,2,2,2,2,2,3,2,3,2,3,2.4285714285714284,2.4285714285714284,2.4285714285714284,2,1,2,2,3,1,1,3,2,2,1,3,4,2,4,2,1.8333333333333333,1.8,3,2.1875,3,3,2,3,3,4,4,4,2,3,3,2,3,3,3
EDU-178,Mujer,17,3° Medio,Otra,Urbano,Part. Subvencionado,4.8,6.6,6.4,No,No,0,No,Sí,Bajo,Monoparental,83,No,3,2,3,2,3,3,4,4,4,3,3,2,3,2,2,3,1,2,2.6666666666666665,3.3333333333333335,2.1666666666666665,2.7222222222222223,4,4,4,4,4,3,3,4,3,3,4,4,3,3,3.7142857142857144,3.4285714285714284,3.5714285714285716,1,2,3,1,2,1,2,1,1,1,2,3,1,2,1,2,1.6666666666666667,1.4,1.8,1.625,2,1,2,1,2,2,1,2,2,2,2,3,1.6666666666666667,2,1.8333333333333333
EDU-179,Hombre,16,2° Medio,RM,Urbano,Municipal,5.4,6,5.5,No,No,0,No,Sí,Medio,Extendida,NA,Sí,2,2,2,3,2,3,1,1,2,1,2,2,3,2,2,2,2,1,2.3333333333333335,1.5,2,1.9444444444444444,4,2,2,3,3,2,3,2,2,3,2,3,3,1,2.7142857142857144,2.2857142857142856,2.5,2,3,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2.1666666666666665,1.2,1.4,1.625,2,3,2,1,2,3,3,2,2,2,1,2,2.1666666666666665,2,2.0833333333333335
EDU-180,Mujer,17,2° Medio,Valparaíso,Rural,Part. Subvencionado,4,3,3.7,No,No,0,No,Sí,Medio,Biparental,72,No,2,2,1,3,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2.5,2.1666666666666665,2.2222222222222223,3,4,4,3,3,3,4,2,2,2,3,3,2,3,3.4285714285714284,2.4285714285714284,2.9285714285714284,4,3,3,3,3,3,2,2,2,2,3,2,1,3,2,3,3.1666666666666665,2.2,2.2,2.5625,2,3,2,2,3,2,4,4,3,3,3,2,2.3333333333333335,3.1666666666666665,2.75
EDU-181,Hombre,17,4° Medio,Otra,Urbano,Municipal,3.2,2.7,2.3,No,Sí,4,Sí,Sí,Medio,Biparental,30,Sí,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,4,1.6666666666666667,1.1666666666666667,2.1666666666666665,1.6666666666666667,3,3,3,2,2,2,2,3,2,1,1,2,3,2,2.4285714285714284,2,2.2142857142857144,1,1,2,1,1,1,2,1,2,1,3,2,2,3,2,2,1.1666666666666667,1.8,2.2,1.6875,4,3,4,4,4,4,4,4,4,4,3,3,3.8333333333333335,3.6666666666666665,3.75
EDU-182,Hombre,15,4° Medio,Maule,Urbano,Part. Pagado,4.9,5.5,3.9,Sí,No,0,No,Sí,Bajo,Monoparental,NA,No,2,3,4,3,3,4,2,3,3,2,3,3,2,3,4,4,3,3,3.1666666666666665,2.6666666666666665,3.1666666666666665,3,2,2,3,3,3,3,2,3,3,2,4,3,4,3,2.5714285714285716,3.142857142857143,2.857142857142857,2,3,2,2,2,2,2,3,3,4,1,2,2,1,3,2,2.1666666666666665,2.6,2,2.25,4,3,1,1,3,3,4,2,2,3,2,2,2.5,2.5,2.5
EDU-183,Hombre,14,1° Medio,RM,Urbano,Municipal,5.7,5.9,4.1,No,No,0,No,No,Medio,Monoparental,5,No,2,3,3,3,3,4,2,2,1,1,3,2,1,2,1,3,1,2,3,1.8333333333333333,1.6666666666666667,2.1666666666666665,3,2,3,4,3,3,2,2,3,3,2,3,3,2,2.857142857142857,2.5714285714285716,2.7142857142857144,2,1,2,3,2,3,2,2,1,3,1,3,2,2,3,3,2.1666666666666665,1.8,2.6,2.1875,2,2,3,4,3,3,3,2,1,3,4,1,2.8333333333333335,2.3333333333333335,2.5833333333333335
EDU-184,Mujer,14,3° Medio,RM,Urbano,Municipal,6.1,6.1,6.8,No,No,0,No,Sí,Bajo,Monoparental,64,No,2,3,2,3,2,3,3,2,2,1,3,3,2,1,2,1,2,2,2.5,2.3333333333333335,1.6666666666666667,2.1666666666666665,4,4,4,3,3,4,4,3,2,3,3,4,4,3,3.7142857142857144,3.142857142857143,3.4285714285714284,3,2,3,4,3,3,3,3,3,4,2,3,2,3,3,3,3,3,2.8,2.9375,2,2,2,3,3,1,1,2,2,1,3,3,2.1666666666666665,2,2.0833333333333335
EDU-185,Hombre,14,1° Medio,RM,Urbano,Part. Pagado,6.5,6.1,6.4,Sí,Sí,23,Sí,Sí,Alto,Biparental,5,No,4,3,3,2,3,2,2,2,1,1,1,2,1,3,2,2,2,2,2.8333333333333335,1.5,2,2.111111111111111,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3.5714285714285716,3.142857142857143,3.357142857142857,3,4,4,3,4,3,2,2,2,2,3,3,2,1,2,2,3.5,2.2,2,2.625,1,1,1,1,1,1,1,2,3,2,2,2,1,2,1.5
EDU-186,Otro,18,4° Medio,Valparaíso,Urbano,Municipal,6.4,6,6.2,No,No,0,No,Sí,Medio,Biparental,8,Sí,2,2,2,3,2,3,3,2,3,2,1,2,3,1,2,3,1,2,2.3333333333333335,2.1666666666666665,2,2.1666666666666665,4,4,4,2,4,3,2,2,2,3,3,3,4,4,3.2857142857142856,3,3.142857142857143,3,2,2,2,4,2,3,3,3,2,1,2,3,3,1,1,2.5,2.4,2,2.3125,2,3,2,2,1,2,3,2,2,2,1,2,2,2,2
EDU-187,Hombre,14,2° Medio,Otra,Urbano,Municipal,5.4,4.9,3.6,No,No,0,No,Sí,Medio,Monoparental,29,No,2,4,3,2,3,3,2,2,2,3,4,2,2,3,2,2,2,1,2.8333333333333335,2.5,2,2.4444444444444446,2,3,2,1,2,2,2,3,4,4,3,3,3,3,2,3.2857142857142856,2.642857142857143,3,2,2,3,3,2,2,2,2,3,1,2,2,3,2,2,2.5,2,2.2,2.25,1,2,1,1,1,2,2,1,3,3,2,2,1.3333333333333333,2.1666666666666665,1.75
EDU-188,Hombre,18,1° Medio,Biobío,Urbano,Municipal,3.9,3,3,Sí,No,0,No,Sí,Alto,Monoparental,108,Sí,2,3,2,3,2,1,2,2,2,2,1,3,1,3,2,1,2,2,2.1666666666666665,2,1.8333333333333333,2,4,3,4,2,2,2,3,2,2,2,2,2,2,2,2.857142857142857,2,2.4285714285714284,4,3,2,3,4,2,3,3,4,4,3,2,2,3,2,2,3,3.4,2.2,2.875,2,2,2,1,2,3,1,2,2,4,1,2,2,2,2
EDU-189,Mujer,18,1° Medio,RM,Rural,Part. Subvencionado,NA,7,6.9,No,No,0,No,No,Bajo,Biparental,5,No,2,3,4,4,4,3,1,1,3,2,3,2,1,2,1,3,1,2,3.3333333333333335,2,1.6666666666666667,2.3333333333333335,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3.7142857142857144,3.857142857142857,2,2,2,2,3,3,3,4,4,4,4,4,3,4,4,4,2.3333333333333335,3.8,3.8,3.25,1,1,2,2,2,1,3,1,1,2,1,2,1.5,1.6666666666666667,1.5833333333333333
EDU-190,Hombre,15,3° Medio,Valparaíso,Urbano,Part. Pagado,5.7,3.1,4.3,No,No,0,Sí,No,Bajo,Otra,18,Sí,2,3,3,2,4,3,3,2,2,3,3,3,2,2,1,2,1,3,2.8333333333333335,2.6666666666666665,1.8333333333333333,2.4444444444444446,2,4,3,4,3,3,4,4,4,4,3,3,4,2,3.2857142857142856,3.4285714285714284,3.357142857142857,1,2,3,3,2,2,4,2,2,2,1,1,1,1,1,2,2.1666666666666665,2.2,1.2,1.875,1,1,2,2,2,1,4,3,4,3,3,3,1.5,3.3333333333333335,2.4166666666666665
EDU-191,Hombre,14,1° Medio,RM,Urbano,Part. Subvencionado,6.1,6.7,6.6,No,No,0,Sí,Sí,Bajo,Biparental,6,No,4,3,2,3,2,4,3,3,2,3,2,3,1,3,3,1,2,3,3,2.6666666666666665,2.1666666666666665,2.611111111111111,4,4,4,3,4,4,4,3,3,2,3,4,4,3,3.857142857142857,3.142857142857143,3.5,1,2,2,2,2,1,3,1,2,1,3,3,3,3,4,3,1.6666666666666667,2,3.2,2.25,2,2,1,1,1,3,2,2,1,3,3,2,1.6666666666666667,2.1666666666666665,1.9166666666666667
EDU-192,Hombre,20,1° Medio,Biobío,Urbano,Municipal,5.5,5.3,5.1,Sí,No,0,No,No,Bajo,Monoparental,26,Sí,2,3,3,2,2,4,2,4,4,3,4,3,2,3,4,1,3,3,2.6666666666666665,3.3333333333333335,2.6666666666666665,2.888888888888889,2,4,3,3,2,3,3,2,4,4,3,3,2,3,2.857142857142857,3,2.9285714285714284,2,2,1,3,1,2,2,3,2,1,2,2,3,3,3,4,1.8333333333333333,2,3,2.25,2,3,3,4,2,3,2,3,2,2,2,3,2.8333333333333335,2.3333333333333335,2.5833333333333335
EDU-193,Hombre,16,3° Medio,Valparaíso,Rural,Part. Subvencionado,6.9,5.1,5.6,No,No,0,No,Sí,Bajo,Monoparental,12,No,2,3,2,3,3,3,3,2,2,3,2,3,3,2,2,2,4,2,2.6666666666666665,2.5,2.5,2.5555555555555554,3,3,4,3,3,3,3,2,3,2,4,2,3,4,3.142857142857143,2.857142857142857,3,4,4,4,4,4,3,3,3,4,4,3,3,2,3,3,3,3.8333333333333335,3.4,2.8,3.375,1,2,2,2,3,1,2,3,3,3,3,3,1.8333333333333333,2.8333333333333335,2.3333333333333335
EDU-194,Hombre,15,2° Medio,RM,Urbano,Part. Subvencionado,6.8,6.2,6,No,No,0,No,Sí,Bajo,Extendida,120,No,3,4,3,4,4,4,2,3,4,2,3,1,3,2,3,1,1,2,3.6666666666666665,2.5,2,2.7222222222222223,4,3,3,3,4,4,3,3,3,3,4,3,4,4,3.4285714285714284,3.4285714285714284,3.4285714285714284,2,3,2,3,3,2,2,3,4,3,3,2,3,2,4,4,2.5,3,3,2.8125,3,2,1,2,2,2,3,2,1,2,3,3,2,2.3333333333333335,2.1666666666666665
EDU-195,Hombre,16,1° Medio,Maule,Rural,Part. Subvencionado,5.1,2.9,4.1,No,Sí,15,Sí,No,Bajo,Biparental,5,No,2,2,3,3,3,2,3,2,3,2,1,2,2,2,3,2,2,3,2.5,2.1666666666666665,2.3333333333333335,2.3333333333333335,3,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1.1428571428571428,1.5714285714285714,3,2,2,2,2,1,4,2,2,2,2,3,2,2,1,3,2,2.4,2.2,2.1875,4,2,2,4,3,4,4,3,4,3,2,4,3.1666666666666665,3.3333333333333335,3.25
EDU-196,Hombre,16,1° Medio,RM,Urbano,Municipal,6.6,5.1,6.7,No,No,0,Sí,Sí,Medio,Biparental,51,No,2,1,2,2,2,1,2,2,3,2,3,3,1,1,2,3,3,1,1.6666666666666667,2.5,1.8333333333333333,2,2,3,4,3,3,4,3,4,4,3,4,3,4,3,3.142857142857143,3.5714285714285716,3.357142857142857,3,3,3,4,3,3,1,2,2,3,3,3,2,4,3,4,3.1666666666666665,2.2,3.2,2.875,3,3,1,1,2,2,1,1,2,1,1,1,2,1.1666666666666667,1.5833333333333333
EDU-197,Mujer,17,2° Medio,RM,Rural,Municipal,5.5,5.1,5.2,Sí,No,0,Sí,Sí,Medio,Monoparental,5,Sí,3,2,3,2,3,3,3,3,2,2,2,4,1,1,1,1,2,3,2.6666666666666665,2.6666666666666665,1.5,2.2777777777777777,3,2,2,3,2,1,3,3,2,2,2,3,2,3,2.2857142857142856,2.4285714285714284,2.357142857142857,2,2,2,2,4,1,3,4,2,2,4,2,2,2,3,3,2.1666666666666665,3,2.4,2.5,2,2,2,1,3,3,3,1,1,1,2,3,2.1666666666666665,1.8333333333333333,2
EDU-198,Mujer,17,1° Medio,RM,Rural,Municipal,6.3,4.8,6.6,No,No,0,No,No,Bajo,Extendida,5,Sí,2,3,3,3,4,4,1,2,3,2,1,1,3,2,2,3,2,2,3.1666666666666665,1.6666666666666667,2.3333333333333335,2.388888888888889,4,3,4,4,4,3,4,4,4,4,4,3,4,3,3.7142857142857144,3.7142857142857144,3.7142857142857144,4,4,4,4,3,3,3,3,3,2,2,3,3,3,4,3,3.6666666666666665,2.6,3.2,3.1875,1,2,2,1,2,1,2,1,2,1,1,1,1.5,1.3333333333333333,1.4166666666666667
EDU-199,Hombre,14,4° Medio,RM,Urbano,Municipal,6,4.9,4.6,No,No,0,No,Sí,Medio,Biparental,63,Sí,3,2,2,3,2,2,4,3,4,3,3,2,2,3,2,3,3,4,2.3333333333333335,3.1666666666666665,2.8333333333333335,2.7777777777777777,2,3,3,2,3,3,3,3,4,3,2,3,3,2,2.7142857142857144,2.857142857142857,2.7857142857142856,4,4,3,4,4,4,3,2,3,3,1,3,2,2,3,3,3.8333333333333335,2.4,2.6,3,3,3,2,2,3,3,2,2,2,1,2,2,2.6666666666666665,1.8333333333333333,2.25
EDU-200,Hombre,16,2° Medio,Valparaíso,Urbano,Part. Subvencionado,6.5,6.5,6.8,No,No,0,Sí,Sí,Bajo,Biparental,20,No,4,2,4,3,4,4,3,4,4,3,2,2,1,1,2,3,1,2,3.5,3,1.6666666666666667,2.7222222222222223,3,3,3,1,3,3,2,2,2,2,4,3,2,2,2.5714285714285716,2.4285714285714284,2.5,3,3,2,3,3,2,2,4,2,1,2,2,3,2,3,3,2.6666666666666665,2.2,2.6,2.5,2,1,2,2,2,1,1,1,1,1,1,1,1.6666666666666667,1,1.3333333333333333
EDU-201,Mujer,15,2° Medio,Maule,Urbano,Municipal,6.3,6.3,6.3,No,Sí,NA,Sí,Sí,Bajo,Otra,6,No,2,3,3,4,3,4,3,3,2,2,2,3,4,3,4,3,2,2,3.1666666666666665,2.5,3,2.888888888888889,4,4,4,3,3,4,4,3,2,3,2,3,3,2,3.7142857142857144,2.5714285714285716,3.142857142857143,3,3,3,2,4,3,3,3,3,3,2,4,3,4,3,4,3,2.8,3.6,3.125,3,3,2,2,3,1,2,3,2,3,1,2,2.3333333333333335,2.1666666666666665,2.25
EDU-202,Mujer,15,4° Medio,RM,Urbano,Part. Subvencionado,5.7,5.2,NA,No,No,0,Sí,No,Alto,Biparental,13,No,3,3,3,3,1,4,3,2,2,3,4,3,3,1,2,3,3,4,2.8333333333333335,2.8333333333333335,2.6666666666666665,2.7777777777777777,4,4,3,2,3,3,3,3,4,3,3,3,2,2,3.142857142857143,2.857142857142857,3,2,1,2,2,2,1,3,1,1,2,1,2,2,3,3,2,1.6666666666666667,1.6,2.4,1.875,1,2,3,2,2,2,2,2,3,2,2,2,2,2.1666666666666665,2.0833333333333335
EDU-203,Mujer,17,2° Medio,RM,Rural,Part. Subvencionado,6.7,5.9,6.7,No,No,0,Sí,Sí,Alto,Biparental,58,Sí,3,3,3,3,2,3,1,2,3,1,3,2,2,2,2,2,2,1,2.8333333333333335,2,1.8333333333333333,2.2222222222222223,4,4,3,3,3,3,4,4,4,3,3,2,3,4,3.4285714285714284,3.2857142857142856,3.357142857142857,3,4,3,4,4,3,3,4,3,2,2,3,3,3,3,4,3.5,2.8,3.2,3.1875,1,1,1,1,2,1,1,2,1,3,3,3,1.1666666666666667,2.1666666666666665,1.6666666666666667
EDU-204,Mujer,17,2° Medio,RM,Rural,Part. Subvencionado,5.7,5.8,6.5,No,Sí,18,Sí,Sí,Bajo,Otra,7,No,2,3,3,4,3,4,2,3,3,4,3,1,3,4,3,2,3,4,3.1666666666666665,2.6666666666666665,3.1666666666666665,3,3,4,3,4,4,4,4,2,3,3,3,2,3,4,3.7142857142857144,2.857142857142857,3.2857142857142856,3,2,2,2,1,2,2,3,3,3,2,3,1,2,1,3,2,2.6,2,2.1875,3,3,3,2,3,2,2,3,3,2,1,2,2.6666666666666665,2.1666666666666665,2.4166666666666665
EDU-205,Mujer,14,1° Medio,RM,Urbano,Part. Subvencionado,5.8,5.9,5.7,No,No,0,No,Sí,Bajo,Monoparental,8,Sí,4,3,4,4,4,4,2,3,2,3,1,1,1,3,1,2,2,2,3.8333333333333335,2,1.8333333333333333,2.5555555555555554,3,3,2,2,3,1,2,2,2,2,2,1,3,2,2.2857142857142856,2,2.142857142857143,2,4,3,3,4,3,4,4,3,4,3,4,4,4,4,4,3.1666666666666665,3.6,4,3.5625,2,3,2,1,2,2,1,1,1,2,1,2,2,1.3333333333333333,1.6666666666666667
EDU-206,Hombre,17,1° Medio,RM,Urbano,Municipal,5.3,3.6,6.2,No,No,0,No,Sí,Bajo,Otra,NA,No,3,2,2,2,3,3,2,3,3,2,2,3,4,4,3,4,2,3,2.5,2.5,3.3333333333333335,2.7777777777777777,3,1,3,3,4,2,4,4,3,3,2,2,2,2,2.857142857142857,2.5714285714285716,2.7142857142857144,2,2,1,2,2,2,3,3,4,4,2,4,3,4,2,2,1.8333333333333333,3.2,3,2.625,3,2,2,3,1,2,2,3,3,3,2,1,2.1666666666666665,2.3333333333333335,2.25
EDU-207,Mujer,14,3° Medio,RM,Rural,Part. Subvencionado,6.3,5.8,5.7,No,No,0,No,Sí,Bajo,Otra,17,Sí,3,3,2,3,2,3,2,3,4,2,4,2,3,4,2,3,3,1,2.6666666666666665,2.8333333333333335,2.6666666666666665,2.7222222222222223,2,3,4,4,3,4,3,3,2,3,2,4,2,3,3.2857142857142856,2.7142857142857144,3,4,3,2,2,2,3,3,3,1,4,2,3,3,3,4,3,2.6666666666666665,2.6,3.2,2.8125,2,2,2,1,3,3,2,2,3,2,2,2,2.1666666666666665,2.1666666666666665,2.1666666666666665
EDU-208,Hombre,16,2° Medio,Maule,Urbano,Part. Pagado,3.2,3.5,4.4,No,Sí,NA,Sí,Sí,Bajo,Monoparental,9,No,2,1,1,2,2,2,3,3,3,3,3,2,3,3,3,2,3,2,1.6666666666666667,2.8333333333333335,2.6666666666666665,2.388888888888889,1,2,2,2,1,2,2,2,3,3,3,3,2,3,1.7142857142857142,2.7142857142857144,2.2142857142857144,3,2,2,2,1,2,2,3,2,2,2,2,1,1,2,1,2,2.2,1.4,1.875,3,3,4,3,3,3,3,3,3,4,2,2,3.1666666666666665,2.8333333333333335,3
EDU-209,Mujer,14,4° Medio,Valparaíso,Rural,Municipal,5.2,3.9,3.1,No,No,0,No,Sí,Alto,Monoparental,34,Sí,2,2,1,3,2,2,2,2,2,3,1,3,1,2,1,1,1,1,2,2.1666666666666665,1.1666666666666667,1.7777777777777777,3,3,2,3,3,2,2,3,3,1,2,3,3,3,2.5714285714285716,2.5714285714285716,2.5714285714285716,1,3,3,3,2,3,1,2,2,3,3,3,2,1,2,2,2.5,2.2,2,2.25,3,2,3,4,2,2,3,2,3,2,4,2,2.6666666666666665,2.6666666666666665,2.6666666666666665
EDU-210,Mujer,17,1° Medio,Valparaíso,Urbano,Part. Subvencionado,6.5,5.3,4.1,No,No,0,Sí,No,Medio,Otra,20,Sí,2,2,3,2,2,2,3,4,4,4,3,2,2,1,1,2,1,3,2.1666666666666665,3.3333333333333335,1.6666666666666667,2.388888888888889,3,2,3,2,3,3,3,3,3,3,3,4,2,2,2.7142857142857144,2.857142857142857,2.7857142857142856,3,1,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2.3333333333333335,2,2.2,2.1875,1,2,2,2,1,2,2,2,2,2,2,2,1.6666666666666667,2,1.8333333333333333
EDU-211,Hombre,19,3° Medio,RM,Rural,Municipal,5.9,5.8,5,No,No,0,Sí,No,Alto,Otra,16,No,4,2,3,3,2,3,2,1,1,2,3,2,2,2,2,2,3,2,2.8333333333333335,1.8333333333333333,2.1666666666666665,2.2777777777777777,3,4,4,3,4,3,4,2,3,2,2,2,2,3,3.5714285714285716,2.2857142857142856,2.9285714285714284,2,1,2,1,1,2,2,1,1,3,2,1,2,1,2,2,1.5,1.8,1.6,1.625,3,2,2,1,2,2,2,3,3,2,3,1,2,2.3333333333333335,2.1666666666666665
EDU-212,Hombre,14,4° Medio,Biobío,Rural,Municipal,6.5,6.9,5.5,No,No,0,Sí,Sí,Alto,Monoparental,6,No,2,3,4,4,3,3,2,2,2,1,3,3,1,3,3,2,3,3,3.1666666666666665,2.1666666666666665,2.5,2.611111111111111,3,3,3,4,3,4,3,4,3,3,4,4,3,3,3.2857142857142856,3.4285714285714284,3.357142857142857,4,4,4,4,4,4,3,1,2,2,2,4,2,4,4,3,4,2,3.4,3.1875,3,3,3,2,3,2,2,3,3,2,2,1,2.6666666666666665,2.1666666666666665,2.4166666666666665
EDU-213,Hombre,17,3° Medio,Valparaíso,Urbano,Municipal,5.8,6,5.2,Sí,No,0,Sí,Sí,Medio,Biparental,NA,Sí,2,3,2,2,3,3,3,4,2,1,2,4,3,1,2,2,3,2,2.5,2.6666666666666665,2.1666666666666665,2.4444444444444446,3,4,3,4,3,3,3,3,3,4,2,3,3,2,3.2857142857142856,2.857142857142857,3.0714285714285716,3,2,3,2,3,3,2,2,2,3,1,2,2,2,2,3,2.6666666666666665,2,2.2,2.3125,1,1,1,1,2,2,1,3,2,1,2,2,1.3333333333333333,1.8333333333333333,1.5833333333333333
