id,sexo,edad,nivel_educacional,estado_civil,n_hijos,region,area,nivel_cargo,modalidad_trabajo,antiguedad_anos,tipo_contrato,horas_semanales,ingreso_tramo,capacitacion_ultimo_ano,evaluacion_desempeno,beneficios_empresa,turno,ebl_i01,ebl_i02,ebl_i03,ebl_i04,ebl_i05,ebl_i06,ebl_i07,ebl_i08,ebl_i09,ebl_i10,ebl_i11,ebl_i12,ebl_i13,ebl_i14,ebl_i15,ebl_i16,ebl_i17,ebl_i18,ebl_agotamiento,ebl_cinismo,ebl_baja_eficacia,ebl_total,csl_i01,csl_i02,csl_i03,csl_i04,csl_i05,csl_i06,csl_i07,csl_i08,csl_i09,csl_i10,csl_i11,csl_i12,csl_i13,csl_i14,csl_i15,csl_i16,csl_tarea,csl_contexto,csl_total,elp_i01,elp_i02,elp_i03,elp_i04,elp_i05,elp_i06,elp_i07,elp_i08,elp_i09,elp_i10,elp_i11,elp_i12,elp_i13,elp_i14,elp_transformacional,elp_transaccional,elp_total,eir_i01,eir_i02,eir_i03,eir_i04,eir_i05,eir_i06,eir_i07,eir_i08,eir_i09,eir_i10,eir_intencion_salida,eir_busqueda_alternativas,eir_total
LAB-179,Hombre,30,Técnico,Separado/a,1,Otra,Operaciones,Operativo,Presencial,14,Indefinido,32,Alto,Sí,3.7,Básicos,Diurno,1,1,1,1,1,1,2,2,2,3,3,3,1,2,1,2,1,1,1,2.5,1.3333333333333333,1.6111111111111112,3,3,4,3,3,3,4,2,3,3,3,2,3,4,2,2,3.125,2.75,2.9375,3,2,3,2,2,1,3,3,2,3,3,4,3,3,2.2857142857142856,3,2.642857142857143,3,3,2,2,3,2,1,1,2,2,2.6,1.6,2.1
LAB-180,Mujer,54,Universitario,Casado/a,3,RM,Finanzas,Profesional,Híbrido,1,Honorarios,47,Medio,Sí,2.7,Básicos,Rotativo,3,3,4,3,3,3,1,3,2,2,3,2,1,2,2,3,2,3,3.1666666666666665,2.1666666666666665,2.1666666666666665,2.5,3,3,3,3,3,3,3,3,2,3,4,3,3,2,3,3,3,2.875,2.9375,4,3,2,3,3,3,3,1,3,1,2,1,3,2,3,1.8571428571428572,2.4285714285714284,3,4,3,2,2,3,2,3,3,2,2.8,2.6,2.7
LAB-181,Hombre,30,Universitario,Conviviente,2,Valparaíso,Operaciones,Profesional,Híbrido,2,Plazo fijo,45,Bajo,Sí,3.7,Básicos,Diurno,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1.3333333333333333,1.5,1.2777777777777777,4,3,2,4,2,3,4,3,3,3,4,3,4,3,3,4,3.125,3.375,3.25,2,3,3,3,3,3,3,2,2,3,2,3,3,3,2.857142857142857,2.5714285714285716,2.7142857142857144,3,1,3,1,3,2,2,1,1,2,2.2,1.6,1.9
LAB-182,Hombre,29,Postgrado,Separado/a,2,RM,TI,Profesional,Remoto,2,Indefinido,43,Medio,Sí,4.6,Completos,Diurno,1,1,1,1,2,3,1,2,2,1,1,2,3,2,1,3,2,2,1.5,1.5,2.1666666666666665,1.7222222222222223,4,3,4,4,4,4,4,4,4,3,3,3,4,2,2,2,3.875,2.875,3.375,2,3,3,3,2,3,3,3,4,2,2,2,3,4,2.7142857142857144,2.857142857142857,2.7857142857142856,1,1,1,1,2,1,1,1,1,1,1.2,1,1.1
LAB-183,Mujer,34,Media,Soltero/a,0,RM,Comercial,Gerencia,Presencial,4,Honorarios,40,Medio,Sí,2.1,Intermedios,Diurno,1,3,1,2,1,2,2,1,1,1,2,2,4,3,3,2,3,3,1.6666666666666667,1.5,3,2.0555555555555554,2,1,2,2,3,2,3,4,3,3,2,3,2,3,1,2,2.375,2.375,2.375,3,2,3,2,3,2,2,3,4,2,3,3,3,3,2.4285714285714284,3,2.7142857142857144,3,3,3,3,3,1,2,3,3,2,3,2.2,2.6
LAB-184,Mujer,34,Técnico,Soltero/a,0,Biobío,Operaciones,Operativo,Presencial,1,Indefinido,51,Alto,No,2.8,Intermedios,Diurno,3,3,2,2,2,2,3,2,2,3,2,3,1,1,1,2,1,1,2.3333333333333335,2.5,1.1666666666666667,2,3,2,4,4,3,3,3,2,3,3,3,3,2,2,3,1,3,2.5,2.75,4,3,3,2,4,2,3,4,4,4,4,4,4,4,3,4,3.5,1,2,1,1,1,1,1,1,1,1,1.2,1,1.1
LAB-185,Hombre,26,Universitario,Casado/a,2,RM,RRHH,Jefatura,Remoto,1,Honorarios,40,Medio,Sí,4.3,Intermedios,Diurno,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,1.5,1.5,1.3333333333333333,4,4,4,4,3,3,4,2,4,3,3,3,4,2,4,4,3.5,3.375,3.4375,1,3,4,3,3,4,3,3,2,4,3,3,2,2,3,2.7142857142857144,2.857142857142857,1,1,2,2,2,2,2,3,2,3,1.6,2.4,2
LAB-186,Mujer,46,Media,Casado/a,1,RM,TI,Operativo,Presencial,9,Indefinido,50,Medio,Sí,4,Intermedios,Diurno,2,3,2,2,3,4,2,1,1,2,2,1,1,1,1,2,2,2,2.6666666666666665,1.5,1.5,1.8888888888888888,3,4,2,3,3,2,4,4,4,4,4,4,4,4,4,3,3.125,3.875,3.5,3,2,2,2,3,3,3,3,2,2,2,2,4,3,2.5714285714285716,2.5714285714285716,2.5714285714285716,2,2,1,2,4,1,2,1,1,1,2.2,1.2,1.7
LAB-187,Hombre,32,Universitario,Separado/a,3,Valparaíso,Operaciones,Profesional,Remoto,3,Indefinido,48,Medio,Sí,3.8,Completos,Diurno,1,3,3,1,2,1,2,3,2,3,2,3,2,1,3,1,2,3,1.8333333333333333,2.5,2,2.111111111111111,3,1,2,1,1,2,1,1,3,2,1,1,2,2,1,2,1.5,1.75,1.625,3,3,3,3,3,3,4,2,2,2,3,3,3,2,3.142857142857143,2.4285714285714284,2.7857142857142856,1,2,1,1,1,2,2,1,1,3,1.2,1.8,1.5
LAB-188,Mujer,31,Media,Soltero/a,1,RM,RRHH,Jefatura,Remoto,13,Plazo fijo,34,NA,Sí,3.1,Intermedios,Diurno,2,2,2,2,2,2,4,2,2,1,2,2,3,2,1,3,3,3,2,2.1666666666666665,2.5,2.2222222222222223,3,4,4,4,2,4,4,3,3,4,4,4,4,4,3,3,3.5,3.625,3.5625,2,3,1,2,3,2,3,3,3,4,3,3,2,4,2.2857142857142856,3.142857142857143,2.7142857142857144,4,3,2,2,4,3,2,2,2,4,3,2.6,2.8
LAB-189,Mujer,31,Técnico,Conviviente,3,Antofagasta,Comercial,Profesional,Híbrido,4,Plazo fijo,41,Medio,No,2.8,Completos,Diurno,2,2,3,3,1,4,3,4,4,3,3,2,2,3,1,2,3,3,2.5,3.1666666666666665,2.3333333333333335,2.6666666666666665,2,4,3,2,3,3,3,4,3,4,4,3,3,2,2,2,3,2.875,2.9375,3,4,2,4,4,3,3,3,3,1,4,3,4,4,3.2857142857142856,3.142857142857143,3.2142857142857144,3,3,2,2,2,3,4,3,3,3,2.4,3.2,2.8
LAB-190,Hombre,22,Media,Soltero/a,2,RM,Operaciones,Gerencia,Presencial,0,Indefinido,36,Medio,Sí,4.3,Completos,Diurno,2,1,2,2,1,3,1,1,1,1,2,2,2,2,2,3,1,2,1.8333333333333333,1.3333333333333333,2,1.7222222222222223,2,3,2,3,3,3,4,1,2,3,3,2,3,3,4,2,2.625,2.75,2.6875,3,3,4,4,3,4,3,3,4,3,3,4,3,3,3.4285714285714284,3.2857142857142856,3.357142857142857,1,2,2,3,4,2,2,1,2,2,2.4,1.8,2.1
LAB-191,Hombre,41,Técnico,Conviviente,4,Biobío,RRHH,Operativo,Remoto,0,Honorarios,41,Medio,No,3.9,Completos,Rotativo,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.3333333333333333,1,1.3333333333333333,1.2222222222222223,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,2,3.125,3.125,3.125,2,3,3,1,3,2,2,3,2,4,3,2,3,3,2.2857142857142856,2.857142857142857,2.5714285714285716,2,3,2,1,3,1,2,1,2,2,2.2,1.6,1.9
LAB-192,Hombre,42,Media,Soltero/a,0,RM,Operaciones,Profesional,Presencial,0,Plazo fijo,46,Alto,Sí,2.3,Intermedios,Rotativo,3,4,3,3,3,3,2,2,3,1,2,3,4,4,4,4,3,4,3.1666666666666665,2.1666666666666665,3.8333333333333335,3.0555555555555554,3,3,4,3,4,2,4,3,4,3,4,4,4,4,4,3,3.25,3.75,3.5,4,4,3,3,3,3,3,4,4,4,2,2,4,3,3.2857142857142856,3.2857142857142856,3.2857142857142856,2,2,3,2,1,2,2,1,2,3,2,2,2
LAB-193,Hombre,40,Técnico,Soltero/a,0,Valparaíso,Comercial,Operativo,Híbrido,7,Indefinido,56,Medio,No,2.9,Básicos,Rotativo,3,3,2,2,3,2,2,2,3,2,2,3,4,2,3,2,2,3,2.5,2.3333333333333335,2.6666666666666665,2.5,1,3,4,3,2,2,3,4,2,2,4,3,3,3,4,2,2.75,2.875,2.8125,3,2,2,1,1,2,2,2,1,2,2,3,2,1,1.8571428571428572,1.8571428571428572,1.8571428571428572,3,3,1,2,2,1,2,3,1,2,2.2,1.8,2
LAB-194,Hombre,35,Técnico,Soltero/a,4,RM,Comercial,Operativo,Remoto,1,Indefinido,32,Alto,Sí,3.9,Intermedios,Nocturno,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1.3333333333333333,1.5,1.6666666666666667,1.5,4,2,3,3,4,3,3,3,3,2,3,2,2,3,3,2,3.125,2.5,2.8125,2,2,2,2,2,1,1,3,3,4,4,4,4,4,1.7142857142857142,3.7142857142857144,2.7142857142857144,1,3,2,2,2,2,2,2,2,1,2,1.8,1.9
LAB-195,Hombre,35,Media,Casado/a,0,Valparaíso,RRHH,Profesional,Híbrido,2,Indefinido,46,Bajo,Sí,4.2,Básicos,Diurno,1,1,1,2,1,2,1,1,1,1,1,1,3,2,1,2,1,1,1.3333333333333333,1,1.6666666666666667,1.3333333333333333,3,3,3,4,4,3,4,4,3,4,4,3,4,4,4,3,3.5,3.625,3.5625,4,4,3,4,4,4,4,3,3,4,4,3,3,3,3.857142857142857,3.2857142857142856,3.5714285714285716,2,2,2,2,1,1,2,2,2,3,1.8,2,1.9
LAB-196,Hombre,39,Técnico,Casado/a,3,RM,Operaciones,Operativo,Presencial,18,Plazo fijo,42,Medio,Sí,3.4,Completos,Rotativo,3,3,2,1,2,2,3,2,3,2,3,2,2,3,3,3,3,4,2.1666666666666665,2.5,3,2.5555555555555554,3,3,3,4,2,3,3,3,3,3,3,3,4,3,2,4,3,3.125,3.0625,2,2,1,1,1,3,3,3,2,2,2,3,3,2,1.8571428571428572,2.4285714285714284,2.142857142857143,3,3,2,3,1,2,3,2,3,3,2.4,2.6,2.5
LAB-197,Mujer,25,Universitario,Separado/a,3,RM,Comercial,Jefatura,Remoto,5,Indefinido,45,Medio,No,2.8,Completos,Diurno,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1.3333333333333333,1.1666666666666667,1.8333333333333333,1.4444444444444444,4,3,3,3,4,3,3,3,4,4,4,2,3,4,2,4,3.25,3.375,3.3125,3,1,3,3,3,3,4,3,2,2,2,3,2,4,2.857142857142857,2.5714285714285716,2.7142857142857144,2,2,1,1,2,3,2,2,2,1,1.6,2,1.8
LAB-198,Mujer,23,Técnico,Casado/a,1,Valparaíso,Operaciones,Profesional,Híbrido,3,Indefinido,32,Bajo,No,4.9,Completos,Diurno,1,1,2,1,1,2,2,3,2,2,2,3,1,1,2,2,2,2,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.7777777777777777,4,2,3,4,4,4,4,3,3,3,4,3,3,3,4,2,3.5,3.125,3.3125,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3.142857142857143,2.857142857142857,3,1,1,1,1,1,1,1,1,1,1,1,1,1
LAB-199,Hombre,39,Técnico,Casado/a,1,Otra,Operaciones,Profesional,Presencial,1,Plazo fijo,NA,Medio,Sí,3.8,Básicos,Diurno,2,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,3,1.6666666666666667,1.5,1.8333333333333333,1.6666666666666667,3,3,3,3,2,3,3,2,4,3,3,4,3,4,3,3,2.75,3.375,3.0625,3,3,3,2,3,4,3,2,3,2,4,3,3,4,3,3,3,1,3,1,2,2,1,1,2,1,1,1.8,1.2,1.5
LAB-200,Hombre,29,Universitario,Conviviente,2,RM,Operaciones,Operativo,Remoto,1,Indefinido,35,Bajo,No,4,Intermedios,Rotativo,2,2,3,1,2,2,1,2,2,1,1,2,3,1,3,2,2,3,2,1.5,2.3333333333333335,1.9444444444444444,4,4,4,4,4,4,2,2,2,3,2,3,4,3,3,3,3.5,2.875,3.1875,2,2,3,3,3,2,3,3,2,3,3,3,2,3,2.5714285714285716,2.7142857142857144,2.642857142857143,1,2,2,2,2,2,2,1,2,3,1.8,2,1.9
LAB-201,Hombre,39,Técnico,Soltero/a,2,RM,Producción,Profesional,Híbrido,22,Indefinido,45,NA,No,3.5,Intermedios,Diurno,2,1,1,2,1,2,2,1,2,1,1,3,2,1,1,1,1,1,1.5,1.6666666666666667,1.1666666666666667,1.4444444444444444,2,4,4,4,3,3,3,4,4,4,3,3,4,3,4,3,3.375,3.5,3.4375,2,1,2,3,3,2,3,3,3,3,3,2,3,4,2.2857142857142856,3,2.642857142857143,2,1,2,2,2,3,3,3,2,1,1.8,2.4,2.1
LAB-202,Hombre,31,Técnico,Conviviente,5,RM,RRHH,Operativo,Híbrido,NA,Indefinido,47,Bajo,No,2,Intermedios,Rotativo,2,3,2,3,2,1,3,1,2,1,2,3,2,2,3,2,2,1,2.1666666666666665,2,2,2.0555555555555554,3,2,2,3,2,2,3,2,3,4,3,4,4,3,2,3,2.375,3.25,2.8125,2,1,2,1,2,2,3,3,2,1,2,2,1,3,1.8571428571428572,2,1.9285714285714286,1,2,2,2,1,2,3,1,2,1,1.6,1.8,1.7
LAB-203,Hombre,43,Universitario,Casado/a,4,RM,Finanzas,Profesional,Híbrido,5,Indefinido,41,Bajo,No,3.6,Intermedios,Nocturno,2,1,1,2,1,2,3,4,2,2,3,1,2,1,3,3,3,2,1.5,2.5,2.3333333333333335,2.111111111111111,2,2,3,3,2,3,2,2,3,2,4,2,3,2,2,3,2.375,2.625,2.5,1,2,3,1,1,1,2,1,1,2,2,1,1,1,1.5714285714285714,1.2857142857142858,1.4285714285714286,3,2,3,3,2,2,3,2,2,3,2.6,2.4,2.5
LAB-204,Mujer,50,Universitario,Soltero/a,1,Antofagasta,Comercial,Profesional,Presencial,4,Plazo fijo,NA,Medio,Sí,4.6,Intermedios,Diurno,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.3333333333333333,1,1,1.1111111111111112,4,4,4,4,4,4,4,3,3,2,3,4,3,3,4,4,3.875,3.25,3.5625,4,3,3,4,4,4,4,3,3,2,4,3,2,4,3.7142857142857144,3,3.357142857142857,2,1,2,2,2,2,1,2,1,3,1.8,1.8,1.8
LAB-205,Hombre,32,Técnico,Conviviente,0,Otra,RRHH,Operativo,Remoto,2,Indefinido,44,Bajo,No,3.3,Intermedios,Diurno,2,2,2,2,2,3,1,2,2,1,3,4,2,2,2,2,3,3,2.1666666666666665,2.1666666666666665,2.3333333333333335,2.2222222222222223,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,3.5,3.75,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1.4285714285714286,1.7142857142857142,4,2,3,2,1,2,3,3,3,3,2.4,2.8,2.6
LAB-206,Hombre,45,Técnico,Casado/a,0,Valparaíso,Operaciones,Profesional,Híbrido,1,Indefinido,44,Alto,Sí,4.3,Básicos,Diurno,3,2,3,2,3,3,2,2,2,1,3,1,2,2,3,2,2,2,2.6666666666666665,1.8333333333333333,2.1666666666666665,2.2222222222222223,2,3,3,1,3,1,2,2,2,3,4,3,3,3,3,2,2.125,2.875,2.5,3,3,3,4,3,4,3,3,3,4,4,4,4,4,3.2857142857142856,3.7142857142857144,3.5,1,1,2,1,2,1,1,1,1,3,1.4,1.4,1.4
LAB-207,Hombre,36,Media,Soltero/a,3,Antofagasta,Comercial,Operativo,Híbrido,3,Indefinido,41,Bajo,No,4.4,Intermedios,Diurno,3,3,3,2,3,3,3,3,1,3,3,2,3,3,3,3,4,3,2.8333333333333335,2.5,3.1666666666666665,2.8333333333333335,3,4,3,4,4,3,3,4,3,3,2,3,4,3,3,4,3.5,3.125,3.3125,4,4,3,2,3,4,3,3,2,3,3,4,4,2,3.2857142857142856,3,3.142857142857143,2,3,3,3,2,2,2,2,3,2,2.6,2.2,2.4
LAB-208,Mujer,39,Técnico,Soltero/a,2,Biobío,TI,Profesional,Híbrido,13,Plazo fijo,53,Bajo,Sí,2.8,Completos,Rotativo,2,4,2,2,2,3,1,1,2,2,2,2,1,2,2,2,1,1,2.5,1.6666666666666667,1.5,1.8888888888888888,4,2,3,4,3,3,4,4,4,3,3,3,4,4,4,2,3.375,3.375,3.375,3,3,3,2,3,2,2,4,1,3,4,3,3,2,2.5714285714285716,2.857142857142857,2.7142857142857144,2,2,4,3,3,2,3,3,4,2,2.8,2.8,2.8
LAB-209,Hombre,22,Media,Casado/a,1,RM,Comercial,Operativo,Híbrido,4,Plazo fijo,44,Medio,No,4.3,Completos,Rotativo,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1.3333333333333333,1,1.4444444444444444,3,3,2,3,3,3,3,2,4,4,3,4,4,4,3,1,2.75,3.375,3.0625,3,4,2,3,3,3,2,2,1,4,2,2,2,2,2.857142857142857,2.142857142857143,2.5,3,2,2,3,2,3,3,3,2,3,2.4,2.8,2.6
LAB-210,Mujer,28,Técnico,Separado/a,2,RM,RRHH,Profesional,Híbrido,6,Honorarios,42,Medio,No,NA,Básicos,Diurno,3,3,3,4,2,2,3,3,4,3,4,1,3,3,4,2,3,2,2.8333333333333335,3,2.8333333333333335,2.888888888888889,2,1,1,2,1,1,2,2,3,1,3,2,2,2,2,3,1.5,2.25,1.875,1,2,1,1,2,3,1,2,2,2,2,2,3,3,1.5714285714285714,2.2857142857142856,1.9285714285714286,3,3,3,2,3,3,3,2,2,2,2.8,2.4,2.6
LAB-211,Mujer,52,Universitario,Conviviente,4,RM,RRHH,Gerencia,Presencial,14,Indefinido,42,Medio,Sí,4.7,Completos,Diurno,1,1,1,1,1,2,2,2,2,2,3,2,3,3,2,3,2,2,1.1666666666666667,2.1666666666666665,2.5,1.9444444444444444,3,3,4,3,3,4,3,3,4,3,4,4,4,4,4,3,3.25,3.75,3.5,3,4,4,4,4,2,3,3,2,3,2,3,3,4,3.4285714285714284,2.857142857142857,3.142857142857143,2,2,2,2,3,2,1,1,2,1,2.2,1.4,1.8
LAB-212,Hombre,54,Media,Casado/a,1,RM,Producción,Profesional,Remoto,6,Indefinido,59,Bajo,Sí,3.2,Básicos,Diurno,2,2,2,1,1,2,1,1,3,2,1,2,2,2,2,1,2,1,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,3,2,2,4,2,3,2,3,4,4,4,4,4,4,4,4,2.625,4,3.3125,1,3,2,2,2,1,2,2,1,1,2,2,1,2,1.8571428571428572,1.5714285714285714,1.7142857142857142,1,2,1,2,2,1,2,2,2,1,1.6,1.6,1.6
LAB-213,Mujer,26,Técnico,Separado/a,4,RM,Producción,Operativo,Presencial,11,Indefinido,31,Medio,No,4.4,Intermedios,Diurno,3,3,1,2,3,2,1,1,3,2,2,4,2,3,2,2,1,2,2.3333333333333335,2.1666666666666665,2,2.1666666666666665,2,3,2,2,3,3,2,3,1,2,2,2,2,2,2,2,2.5,1.875,2.1875,2,3,3,4,3,4,3,4,4,4,2,4,3,4,3.142857142857143,3.5714285714285716,3.357142857142857,3,1,1,2,2,1,3,2,2,3,1.8,2.2,2
LAB-214,Hombre,30,Técnico,Casado/a,3,RM,Operaciones,Operativo,Híbrido,0,Indefinido,48,Medio,No,3.2,Básicos,Diurno,2,3,2,4,1,3,2,3,2,2,4,2,2,1,1,1,2,1,2.5,2.5,1.3333333333333333,2.111111111111111,3,2,3,4,3,4,3,2,2,3,2,2,3,3,2,2,3,2.375,2.6875,3,2,3,3,2,2,2,3,2,2,2,3,2,2,2.4285714285714284,2.2857142857142856,2.357142857142857,1,1,1,2,2,1,1,1,2,2,1.4,1.4,1.4
LAB-215,Mujer,43,Universitario,Separado/a,1,RM,Operaciones,Jefatura,Presencial,17,Indefinido,47,Medio,No,3.5,Básicos,Diurno,2,1,1,2,2,3,1,3,4,3,3,1,3,3,4,3,3,4,1.8333333333333333,2.5,3.3333333333333335,2.5555555555555554,3,4,3,4,4,3,3,1,4,3,4,2,3,3,3,3,3.125,3.125,3.125,2,3,1,2,2,3,2,2,2,2,3,2,2,3,2.142857142857143,2.2857142857142856,2.2142857142857144,2,3,3,4,3,3,1,3,2,3,3,2.4,2.7
LAB-216,Hombre,46,Postgrado,Conviviente,2,Valparaíso,Finanzas,Operativo,Presencial,5,Indefinido,48,Bajo,Sí,4.2,Básicos,Diurno,1,1,1,2,1,3,2,1,3,3,2,1,2,1,1,2,3,1,1.5,2,1.6666666666666667,1.7222222222222223,3,3,3,2,4,3,3,2,4,3,4,3,4,3,4,3,2.875,3.5,3.1875,4,3,3,3,3,3,4,2,2,2,2,3,2,2,3.2857142857142856,2.142857142857143,2.7142857142857144,1,2,1,1,1,2,1,3,2,1,1.2,1.8,1.5
LAB-217,Mujer,22,Universitario,Soltero/a,0,RM,Operaciones,Operativo,Híbrido,0,Indefinido,37,Bajo,Sí,3.6,Completos,Diurno,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1.1666666666666667,1.3333333333333333,1.3333333333333333,1.2777777777777777,4,3,2,4,4,3,4,3,4,3,2,4,4,4,4,2,3.375,3.375,3.375,3,3,3,4,3,2,3,4,4,2,3,3,3,4,3,3.2857142857142856,3.142857142857143,1,1,2,1,2,1,1,1,1,2,1.4,1.2,1.3
LAB-218,Hombre,34,Postgrado,Casado/a,1,Valparaíso,TI,Operativo,Híbrido,4,Indefinido,49,Medio,Sí,2.3,Intermedios,Diurno,2,3,3,3,3,2,2,2,4,4,3,3,4,3,4,3,4,3,2.6666666666666665,3,3.5,3.0555555555555554,3,2,3,1,2,2,3,3,1,1,1,1,1,1,1,2,2.375,1.125,1.75,2,2,2,3,2,2,3,3,1,1,2,2,2,2,2.2857142857142856,1.8571428571428572,2.0714285714285716,1,2,1,1,1,2,1,1,1,1,1.2,1.2,1.2
LAB-219,Mujer,30,Técnico,Soltero/a,1,RM,Operaciones,Operativo,Híbrido,3,Indefinido,53,Medio,No,3.4,Intermedios,Rotativo,2,1,1,1,2,1,1,2,1,2,2,3,1,2,2,1,2,2,1.3333333333333333,1.8333333333333333,1.6666666666666667,1.6111111111111112,2,3,3,2,2,2,3,2,2,3,2,3,2,2,2,3,2.375,2.375,2.375,4,3,3,3,4,3,4,3,1,2,2,3,3,2,3.4285714285714284,2.2857142857142856,2.857142857142857,1,2,3,2,2,1,1,2,2,2,2,1.6,1.8
LAB-220,Mujer,51,Postgrado,Conviviente,0,Valparaíso,Operaciones,Profesional,Presencial,3,Indefinido,42,Alto,No,4.1,Básicos,Rotativo,3,2,1,2,1,3,1,2,2,2,2,2,1,1,3,3,2,1,2,1.8333333333333333,1.8333333333333333,1.8888888888888888,3,4,3,3,4,3,4,3,2,3,3,3,4,3,3,3,3.375,3,3.1875,4,4,4,3,3,3,2,3,3,2,3,3,4,2,3.2857142857142856,2.857142857142857,3.0714285714285716,2,3,2,3,1,4,2,3,3,4,2.2,3.2,2.7
LAB-221,Mujer,36,Universitario,Casado/a,0,Valparaíso,Producción,Gerencia,Híbrido,2,Indefinido,57,Alto,Sí,2.8,Básicos,Diurno,3,3,2,4,3,4,2,1,2,2,3,1,2,3,3,2,3,3,3.1666666666666665,1.8333333333333333,2.6666666666666665,2.5555555555555554,3,3,2,3,4,3,3,2,4,3,3,2,3,2,4,3,2.875,3,2.9375,1,3,2,4,2,2,1,2,2,3,2,1,3,1,2.142857142857143,2,2.0714285714285716,2,4,2,3,1,2,3,3,3,3,2.4,2.8,2.6
LAB-222,Hombre,26,Postgrado,Soltero/a,1,Otra,Operaciones,Operativo,Híbrido,1,Indefinido,44,Bajo,Sí,3.2,Completos,Rotativo,2,2,1,2,3,3,3,3,4,2,3,3,1,1,3,1,2,1,2.1666666666666665,3,1.5,2.2222222222222223,3,3,3,3,3,2,2,3,2,2,2,3,2,2,3,1,2.75,2.125,2.4375,3,1,2,3,2,3,3,1,2,2,2,2,3,3,2.4285714285714284,2.142857142857143,2.2857142857142856,1,2,2,1,3,2,3,3,1,2,1.8,2.2,2
LAB-223,Hombre,30,Técnico,Separado/a,0,RM,Producción,Operativo,Remoto,3,Plazo fijo,43,Medio,Sí,3.1,Básicos,Nocturno,2,1,2,1,3,1,2,2,1,2,2,1,1,1,1,1,1,1,1.6666666666666667,1.6666666666666667,1,1.4444444444444444,2,3,3,2,2,2,4,2,1,1,1,1,2,2,1,3,2.5,1.5,2,3,4,2,1,3,3,2,3,3,3,3,3,3,3,2.5714285714285716,3,2.7857142857142856,3,3,3,3,3,3,3,4,3,3,3,3.2,3.1
LAB-224,Hombre,64,Universitario,Separado/a,3,RM,RRHH,Operativo,Híbrido,11,Plazo fijo,35,Bajo,Sí,4.9,Básicos,Nocturno,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1.1666666666666667,1,1.3333333333333333,1.1666666666666667,4,4,4,4,4,3,3,3,4,3,4,4,4,3,4,4,3.625,3.75,3.6875,3,3,4,4,4,3,4,3,3,3,3,4,3,3,3.5714285714285716,3.142857142857143,3.357142857142857,1,2,1,1,3,1,1,3,1,1,1.6,1.4,1.5
LAB-225,Hombre,52,Universitario,Soltero/a,3,RM,Comercial,Jefatura,Presencial,1,Indefinido,33,Medio,Sí,4.6,Completos,Diurno,3,2,1,2,2,2,2,1,2,1,1,2,1,3,2,2,1,2,2,1.5,1.8333333333333333,1.7777777777777777,3,3,3,3,4,3,3,3,3,3,3,4,3,4,4,3,3.125,3.375,3.25,2,3,3,3,3,3,3,2,4,3,3,2,4,3,2.857142857142857,3,2.9285714285714284,2,2,2,3,2,1,1,1,1,1,2.2,1,1.6
LAB-226,Hombre,50,Universitario,Casado/a,5,Antofagasta,Comercial,Profesional,Híbrido,11,Plazo fijo,36,Bajo,No,2.7,Intermedios,Diurno,1,1,1,2,1,2,1,2,1,1,1,2,2,2,3,3,1,2,1.3333333333333333,1.3333333333333333,2.1666666666666665,1.6111111111111112,3,4,3,4,4,4,3,3,3,3,3,4,3,4,3,1,3.5,3,3.25,4,3,3,4,3,4,3,3,3,2,3,3,2,4,3.4285714285714284,2.857142857142857,3.142857142857143,2,2,3,3,1,3,3,3,2,3,2.2,2.8,2.5
LAB-227,Hombre,44,Técnico,Conviviente,0,RM,RRHH,Profesional,Presencial,NA,Honorarios,56,Medio,No,3.4,Intermedios,Diurno,4,2,3,3,2,2,2,2,1,2,2,1,2,1,2,3,2,2,2.6666666666666665,1.6666666666666667,2,2.111111111111111,3,3,4,3,3,3,4,3,2,4,3,4,2,2,3,3,3.25,2.875,3.0625,3,4,2,4,3,3,3,3,2,3,2,2,3,3,3.142857142857143,2.5714285714285716,2.857142857142857,1,2,1,1,2,1,1,1,1,1,1.4,1,1.2
