id,sexo,edad,region_origen,primera_generacion_universitaria,carrera,ano_carrera,promedio_acumulado,creditos_semestre,trabaja,horas_trabajo_semana,tipo_beca,vive_con_familia,distancia_universidad,uso_apoyo_psicologico,satisfaccion_carrera,horas_estudio_semana,actividades_extracurriculares,ere_i01,ere_i02,ere_i03,ere_i04,ere_i05,ere_i06,ere_i07,ere_i08,ere_i09,ere_i10,ere_i11,ere_i12,ere_i13,ere_i14,ere_i15,ere_i16,ere_reevaluacion,ere_supresion,ere_total,eag_i01,eag_i02,eag_i03,eag_i04,eag_i05,eag_i06,eag_i07,eag_i08,eag_i09,eag_i10,eag_i11,eag_i12,eag_i13,eag_i14,eag_conductual,eag_cognitiva,eag_total,epa_i01,epa_i02,epa_i03,epa_i04,epa_i05,epa_i06,epa_i07,epa_i08,epa_i09,epa_i10,epa_i11,epa_i12,epa_postergacion_tareas,epa_postergacion_decisiones,epa_total,cbu_i01,cbu_i02,cbu_i03,cbu_i04,cbu_i05,cbu_i06,cbu_i07,cbu_i08,cbu_i09,cbu_i10,cbu_i11,cbu_i12,cbu_i13,cbu_i14,cbu_i15,cbu_i16,cbu_i17,cbu_i18,cbu_emocional,cbu_vinculacion,cbu_satisfaccion_vital,cbu_total
INV-172,Hombre,26,Región sur,No,Otra,4°,4.6,49,Sí,27,Gratuidad,Sí,Desplazado/a,No,4,16,Sí,3,3,2,3,2,2,2,3,1,2,1,1,2,2,2,3,2.5,1.75,2.125,3,4,4,3,4,2,3,2,3,3,2,3,3,4,3.2857142857142856,2.857142857142857,3.0714285714285716,1,1,2,1,2,1,2,2,2,1,2,2,1.3333333333333333,1.8333333333333333,1.5833333333333333,2,3,2,3,3,2,2,2,2,2,2,2,4,4,4,3,2,3,2.5,2,3.3333333333333335,2.611111111111111
INV-173,Hombre,22,Región norte,No,Enfermería,5°,4,46,Sí,21,Gratuidad,No,Local,No,2,7,No,3,4,3,3,3,3,4,3,2,4,3,3,2,2,4,3,3.25,2.875,3.0625,4,3,3,3,4,3,3,4,3,2,3,3,4,3,3.2857142857142856,3.142857142857143,3.2142857142857144,2,2,2,1,2,2,2,3,2,2,2,1,1.8333333333333333,2,1.9166666666666667,2,3,4,2,3,3,2,2,2,3,2,2,2,3,2,2,2,1,2.8333333333333335,2.1666666666666665,2,2.3333333333333335
INV-174,Hombre,19,Región sur,Sí,Educación,5°,4.8,46,Sí,22,Sin beca,Sí,Local,No,3,2,No,2,2,2,2,2,2,2,1,1,2,3,2,2,2,3,2,1.875,2.125,2,1,1,2,2,2,2,2,3,3,1,2,1,3,2,1.7142857142857142,2.142857142857143,1.9285714285714286,3,1,3,2,3,3,2,2,2,2,2,2,2.5,2,2.25,2,2,3,3,2,3,4,4,3,2,3,3,3,1,2,2,2,1,2.5,3.1666666666666665,1.8333333333333333,2.5
INV-175,Mujer,24,RM,Sí,Trabajo Social,4°,4.6,45,Sí,20,Sin beca,No,Local,No,2,7,No,1,1,1,1,1,2,2,2,2,1,2,2,3,3,2,3,1.375,2.25,1.8125,1,2,2,2,1,2,3,2,2,2,3,1,3,4,1.8571428571428572,2.4285714285714284,2.142857142857143,3,2,3,1,3,3,2,3,3,3,2,3,2.5,2.6666666666666665,2.5833333333333335,3,2,2,2,2,3,3,2,2,3,2,4,2,3,3,2,2,2,2.3333333333333335,2.6666666666666665,2.3333333333333335,2.4444444444444446
INV-176,Mujer,25,RM,Sí,Educación,4°,NA,38,No,0,Gratuidad,No,Desplazado/a,No,4,39,No,3,2,3,3,3,3,3,2,1,1,1,1,1,1,1,1,2.75,1,1.875,4,4,4,3,4,3,4,3,3,4,3,4,3,2,3.7142857142857144,3.142857142857143,3.4285714285714284,2,2,1,3,1,1,2,3,3,2,4,3,1.6666666666666667,2.8333333333333335,2.25,3,2,3,2,3,3,3,2,4,2,3,2,4,4,4,3,3,4,2.6666666666666665,2.6666666666666665,3.6666666666666665,3
INV-177,Hombre,17,RM,Sí,Trabajo Social,1°,4.8,NA,No,0,Otra beca,Sí,Local,Sí,3,27,No,3,3,2,1,2,2,2,4,2,1,1,2,2,2,2,3,2.375,1.875,2.125,3,2,3,3,4,3,3,2,4,3,3,3,2,1,3,2.5714285714285716,2.7857142857142856,2,3,2,3,2,2,2,2,2,2,2,2,2.3333333333333335,2,2.1666666666666665,3,3,3,3,4,4,3,3,2,2,2,3,3,2,3,2,3,3,3.3333333333333335,2.5,2.6666666666666665,2.8333333333333335
INV-178,Hombre,24,Región norte,Sí,Psicología,5°,4,31,Sí,22,Gratuidad,No,Local,No,2,7,No,2,1,1,2,1,1,2,3,4,4,4,4,3,4,4,4,1.625,3.875,2.75,3,2,2,3,3,3,3,3,3,3,2,3,2,3,2.7142857142857144,2.7142857142857144,2.7142857142857144,3,3,2,2,3,3,4,3,2,3,2,3,2.6666666666666665,2.8333333333333335,2.75,2,3,3,3,2,1,1,1,1,1,1,2,2,3,2,1,2,2,2.3333333333333335,1.1666666666666667,2,1.8333333333333333
INV-179,Hombre,18,Región centro,No,Educación,3°,6,41,No,0,Sin beca,No,Desplazado/a,No,3,26,Sí,3,2,1,3,2,2,2,1,3,2,2,4,3,3,2,4,2,2.875,2.4375,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,1,2,1,3,1,2,2,1,1.6666666666666667,1.6666666666666667,1.6666666666666667,3,3,4,4,3,4,3,3,3,4,3,2,3,3,3,4,4,4,3.5,3,3.5,3.3333333333333335
INV-180,Mujer,21,Región centro,Sí,Psicología,5°,5.7,28,Sí,25,Gratuidad,No,Desplazado/a,Sí,4,35,Sí,4,4,4,3,4,4,4,1,1,3,3,2,2,2,1,3,3.5,2.125,2.8125,3,3,3,2,4,4,3,3,2,4,4,4,3,4,3.142857142857143,3.4285714285714284,3.2857142857142856,1,1,1,2,1,2,1,1,2,1,1,1,1.3333333333333333,1.1666666666666667,1.25,3,3,2,3,2,2,3,2,2,2,2,4,3,3,3,2,2,4,2.5,2.5,2.8333333333333335,2.611111111111111
INV-181,Mujer,23,Región centro,No,Enfermería,4°,4.9,39,No,0,Otra beca,Sí,Local,No,4,4,Sí,4,3,2,3,4,3,3,2,3,1,1,3,2,1,2,3,3,2,2.5,3,3,3,4,4,3,4,4,4,3,4,4,4,2,3.4285714285714284,3.5714285714285716,3.5,1,2,1,1,1,2,2,3,2,2,2,2,1.3333333333333333,2.1666666666666665,1.75,3,3,4,3,2,3,4,3,2,4,2,1,3,3,3,3,2,3,3,2.6666666666666665,2.8333333333333335,2.8333333333333335
INV-182,Mujer,23,RM,No,Psicología,5°,4.5,44,No,0,Gratuidad,No,Local,No,3,28,Sí,1,1,2,3,2,1,2,2,1,1,2,2,2,1,2,3,1.75,1.75,1.75,4,4,4,4,3,4,4,3,4,3,4,3,4,3,3.857142857142857,3.4285714285714284,3.642857142857143,3,2,2,2,2,2,1,1,1,1,2,1,2.1666666666666665,1.1666666666666667,1.6666666666666667,2,2,3,3,3,4,3,2,2,2,2,3,2,2,3,1,3,3,2.8333333333333335,2.3333333333333335,2.3333333333333335,2.5
INV-183,Mujer,17,Región sur,No,Enfermería,1°,5.7,45,Sí,23,Gratuidad,Sí,Desplazado/a,No,4,23,No,4,2,2,4,3,3,4,2,3,3,2,3,2,2,3,2,3,2.5,2.75,4,3,4,4,4,4,2,4,4,3,4,3,3,4,3.5714285714285716,3.5714285714285716,3.5714285714285716,3,3,4,4,3,3,3,4,3,4,3,3,3.3333333333333335,3.3333333333333335,3.3333333333333335,4,4,4,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,3.5,3.3333333333333335,4,3.611111111111111
INV-184,Mujer,21,Región norte,Sí,Psicología,4°,5.1,60,Sí,28,Gratuidad,Sí,Desplazado/a,No,3,22,No,3,3,2,3,2,4,3,2,1,2,2,2,2,1,2,1,2.75,1.625,2.1875,3,2,3,3,3,3,3,4,3,4,4,3,4,3,2.857142857142857,3.5714285714285716,3.2142857142857144,3,2,3,3,2,2,3,4,2,2,2,4,2.5,2.8333333333333335,2.6666666666666665,3,2,2,1,2,2,3,3,2,3,2,3,2,2,2,1,2,2,2,2.6666666666666665,1.8333333333333333,2.1666666666666665
INV-185,Mujer,21,Región sur,No,Psicología,4°,5.3,48,Sí,12,Beca excelencia,No,Local,No,3,28,No,1,2,3,3,3,2,2,4,1,1,2,1,2,1,1,1,2.5,1.25,1.875,4,4,2,4,3,4,3,4,3,3,2,3,3,3,3.4285714285714284,3,3.2142857142857144,3,4,2,2,1,3,3,3,2,3,4,2,2.5,2.8333333333333335,2.6666666666666665,2,2,2,4,3,2,4,4,3,3,3,2,2,2,3,3,3,2,2.5,3.1666666666666665,2.5,2.7222222222222223
INV-186,Hombre,20,Región sur,Sí,Psicología,4°,6.4,60,No,0,Otra beca,No,Local,No,4,35,Sí,3,1,2,2,2,3,1,2,2,2,2,1,2,4,1,2,2,2,2,3,3,4,3,3,4,4,2,4,2,4,3,4,3,3.4285714285714284,3.142857142857143,3.2857142857142856,2,2,1,2,3,1,3,3,2,3,3,3,1.8333333333333333,2.8333333333333335,2.3333333333333335,4,3,2,4,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3.3333333333333335,3.1666666666666665,3.1666666666666665,3.2222222222222223
INV-187,Mujer,22,Región sur,No,Trabajo Social,4°,4.9,36,Sí,16,Gratuidad,No,Desplazado/a,No,4,23,Sí,3,3,3,4,3,3,2,3,3,2,1,2,2,2,2,2,3,2,2.5,3,4,4,4,4,4,4,3,3,3,3,4,4,4,3.857142857142857,3.4285714285714284,3.642857142857143,2,2,1,2,2,2,3,2,3,3,2,3,1.8333333333333333,2.6666666666666665,2.25,3,4,3,4,3,4,4,4,3,3,3,4,2,3,2,2,2,2,3.5,3.5,2.1666666666666665,3.0555555555555554
INV-188,Hombre,22,RM,No,Trabajo Social,4°,3.9,29,Sí,30,Sin beca,Sí,Local,No,2,7,No,2,1,1,1,1,1,1,1,1,3,3,2,3,3,2,2,1.125,2.375,1.75,3,3,2,2,2,3,2,2,2,3,2,3,2,2,2.4285714285714284,2.2857142857142856,2.357142857142857,2,2,3,2,2,2,1,1,2,4,2,2,2.1666666666666665,2,2.0833333333333335,2,1,1,2,4,2,1,2,3,1,3,2,2,1,1,2,2,2,2,2,1.6666666666666667,1.8888888888888888
INV-189,Hombre,24,RM,No,Enfermería,1°,4.5,45,No,0,Gratuidad,Sí,Desplazado/a,No,3,14,No,3,2,3,2,2,3,3,2,2,1,2,2,2,1,3,3,2.5,2,2.25,3,3,3,3,2,4,4,2,3,2,3,4,3,3,3.142857142857143,2.857142857142857,3,3,3,4,3,3,2,3,3,3,4,4,3,3,3.3333333333333335,3.1666666666666665,3,1,2,2,1,1,2,2,3,3,3,2,2,2,3,2,2,3,1.6666666666666667,2.5,2.3333333333333335,2.1666666666666665
INV-190,Mujer,20,Región sur,No,Psicología,3°,4.4,59,Sí,16,Gratuidad,Sí,Local,No,3,26,No,1,1,1,1,1,1,1,2,4,2,3,4,3,4,3,2,1.125,3.125,2.125,2,2,2,3,4,3,3,2,4,3,3,3,4,3,2.7142857142857144,3.142857142857143,2.9285714285714284,2,1,2,2,2,4,3,3,3,3,3,2,2.1666666666666665,2.8333333333333335,2.5,2,3,3,2,2,2,3,3,2,3,3,2,3,4,4,4,2,2,2.3333333333333335,2.6666666666666665,3.1666666666666665,2.7222222222222223
INV-191,Mujer,21,RM,Sí,Psicología,4°,4.9,32,No,0,Otra beca,No,Local,Sí,3,7,No,3,2,2,2,3,2,2,2,4,3,3,3,4,2,4,2,2.25,3.125,2.6875,3,4,3,3,3,2,3,3,4,3,3,2,4,4,3,3.2857142857142856,3.142857142857143,3,3,1,2,2,2,2,3,3,2,4,3,2.1666666666666665,2.8333333333333335,2.5,4,4,3,4,4,2,3,3,2,2,3,4,4,4,4,4,4,4,3.5,2.8333333333333335,4,3.4444444444444446
INV-192,Hombre,25,Región centro,No,Educación,5°,6.3,54,No,0,Gratuidad,No,Local,No,2,11,Sí,1,3,3,1,3,3,3,1,3,3,3,3,3,4,2,3,2.25,3,2.625,2,2,3,3,2,2,2,3,4,3,3,3,3,3,2.2857142857142856,3.142857142857143,2.7142857142857144,3,4,4,4,3,3,4,4,4,4,4,4,3.5,4,3.75,2,3,3,2,2,2,2,3,1,2,2,3,3,2,3,4,4,2,2.3333333333333335,2.1666666666666665,3,2.5
INV-193,Mujer,22,Región norte,No,Psicología,4°,4.2,47,No,0,Sin beca,Sí,Desplazado/a,No,2,2,No,1,1,2,1,2,2,2,2,3,3,3,3,3,3,3,3,1.625,3,2.3125,2,2,3,1,2,2,2,3,4,2,2,2,3,2,2,2.5714285714285716,2.2857142857142856,3,3,3,3,2,2,2,2,3,1,1,2,2.6666666666666665,1.8333333333333333,2.25,3,3,2,2,2,2,2,2,2,3,2,1,3,3,3,3,2,2,2.3333333333333335,2,2.6666666666666665,2.3333333333333335
INV-194,Mujer,21,Región centro,Sí,Enfermería,1°,6.7,37,No,0,Gratuidad,No,Local,Sí,5,39,No,1,1,1,1,1,1,1,1,3,2,3,2,3,2,2,2,1,2.375,1.6875,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3.7142857142857144,3.857142857142857,3.7857142857142856,1,1,2,3,2,3,2,2,3,2,3,1,2,2.1666666666666665,2.0833333333333335,2,2,2,2,3,3,3,4,2,3,3,3,3,3,2,3,4,2,2.3333333333333335,3,2.8333333333333335,2.7222222222222223
INV-195,Hombre,23,RM,No,Trabajo Social,4°,NA,31,Sí,22,Sin beca,No,Local,Sí,5,29,No,2,3,4,4,3,3,2,3,3,2,3,3,3,2,2,2,3,2.5,2.75,4,3,4,3,2,3,4,1,3,3,2,3,3,2,3.2857142857142856,2.4285714285714284,2.857142857142857,1,1,2,2,2,1,1,1,3,2,2,2,1.5,1.8333333333333333,1.6666666666666667,4,3,3,3,4,4,4,3,4,3,1,3,4,2,2,4,2,4,3.5,3,3,3.1666666666666665
INV-196,Mujer,20,Región sur,No,Trabajo Social,2°,5.3,47,No,0,Otra beca,No,Local,No,3,17,Sí,1,2,2,2,2,3,3,3,4,4,3,4,3,4,3,3,2.25,3.5,2.875,2,2,3,3,2,2,3,3,4,3,2,3,4,4,2.4285714285714284,3.2857142857142856,2.857142857142857,2,1,1,1,1,1,3,3,3,2,4,4,1.1666666666666667,3.1666666666666665,2.1666666666666665,2,2,2,2,3,2,3,4,4,2,4,4,3,3,2,4,3,2,2.1666666666666665,3.5,2.8333333333333335,2.8333333333333335
INV-197,Hombre,18,Región centro,No,Enfermería,4°,5.7,39,No,0,Beca excelencia,Sí,Local,No,4,26,No,3,3,2,2,3,3,2,3,3,1,1,1,3,2,3,3,2.625,2.125,2.375,2,3,3,3,3,3,3,4,4,4,4,4,4,3,2.857142857142857,3.857142857142857,3.357142857142857,3,2,2,3,2,3,4,3,3,1,3,3,2.5,2.8333333333333335,2.6666666666666665,3,4,4,4,4,4,2,3,3,4,3,2,3,4,2,4,4,3,3.8333333333333335,2.8333333333333335,3.3333333333333335,3.3333333333333335
INV-198,Mujer,22,Región sur,Sí,Trabajo Social,5°,5.9,44,Sí,12,Beca excelencia,No,Local,Sí,3,35,Sí,2,3,2,3,3,3,2,3,2,2,3,3,3,3,3,1,2.625,2.5,2.5625,3,4,3,3,4,4,3,3,2,4,4,4,3,3,3.4285714285714284,3.2857142857142856,3.357142857142857,1,2,2,1,2,3,3,2,2,3,2,2,1.8333333333333333,2.3333333333333335,2.0833333333333335,3,3,3,3,3,2,4,4,4,4,4,2,4,4,4,4,3,4,2.8333333333333335,3.6666666666666665,3.8333333333333335,3.4444444444444446
INV-199,Hombre,19,Región sur,No,Trabajo Social,2°,4.5,43,Sí,10,Sin beca,Sí,Local,No,3,7,No,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,1,1.625,1.375,1.5,2,2,3,2,2,3,2,3,2,2,2,3,4,3,2.2857142857142856,2.7142857142857144,2.5,1,3,2,2,2,4,2,2,2,3,3,3,2.3333333333333335,2.5,2.4166666666666665,3,2,2,2,2,2,3,3,2,2,3,3,3,4,3,4,3,3,2.1666666666666665,2.6666666666666665,3.3333333333333335,2.7222222222222223
INV-200,Mujer,21,Región sur,No,Enfermería,4°,4.4,NA,No,0,Gratuidad,No,Local,No,3,27,Sí,2,3,3,2,3,3,4,2,2,1,1,1,3,2,2,2,2.75,1.75,2.25,2,3,3,3,2,2,3,3,1,2,2,3,2,2,2.5714285714285716,2.142857142857143,2.357142857142857,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2.5,3,3,3,2,3,3,3,3,4,3,3,2,3,2,2,3,3,3,2.8333333333333335,3,2.6666666666666665,2.8333333333333335
INV-201,Mujer,19,RM,Sí,Psicología,1°,5.5,48,No,0,Beca excelencia,No,Local,No,3,9,No,2,3,3,2,2,4,2,2,1,2,1,2,1,1,2,3,2.5,1.625,2.0625,3,2,2,2,2,3,2,1,3,2,3,3,2,1,2.2857142857142856,2.142857142857143,2.2142857142857144,3,2,4,3,3,3,4,4,3,3,3,4,3,3.5,3.25,4,2,2,3,3,3,3,2,2,2,1,1,4,3,3,2,3,3,2.8333333333333335,1.8333333333333333,3,2.5555555555555554
INV-202,Mujer,18,RM,No,Educación,2°,5.9,47,No,NA,Gratuidad,No,Local,No,3,10,No,2,2,2,2,2,3,2,1,2,1,1,1,1,1,2,4,2,1.625,1.8125,3,3,2,4,3,4,3,4,2,2,3,3,3,3,3.142857142857143,2.857142857142857,3,2,1,2,3,2,1,2,2,4,2,2,3,1.8333333333333333,2.5,2.1666666666666665,3,3,2,3,2,4,3,2,2,2,3,3,3,4,4,4,2,3,2.8333333333333335,2.5,3.3333333333333335,2.888888888888889
INV-203,Hombre,19,RM,No,Enfermería,4°,4.1,39,No,0,Otra beca,Sí,Local,No,1,4,No,3,4,3,2,1,2,3,4,3,2,2,3,2,3,2,3,2.75,2.5,2.625,3,1,2,4,2,1,2,2,3,3,2,3,3,3,2.142857142857143,2.7142857142857144,2.4285714285714284,3,3,2,3,3,2,2,2,3,2,3,3,2.6666666666666665,2.5,2.5833333333333335,1,2,1,2,1,2,3,2,3,4,3,3,2,3,2,2,2,2,1.5,3,2.1666666666666665,2.2222222222222223
INV-204,Mujer,22,Región norte,No,Educación,2°,4.8,31,Sí,23,Sin beca,Sí,Desplazado/a,No,3,8,No,2,1,2,1,2,3,3,1,3,3,2,4,2,3,3,1,1.875,2.625,2.25,3,4,3,3,3,2,2,3,3,3,3,2,2,2,2.857142857142857,2.5714285714285716,2.7142857142857144,4,2,2,1,1,4,2,2,2,2,2,3,2.3333333333333335,2.1666666666666665,2.25,3,2,2,3,2,3,3,3,3,4,3,3,1,3,1,2,2,1,2.5,3.1666666666666665,1.6666666666666667,2.4444444444444446
INV-205,Hombre,19,RM,No,Trabajo Social,4°,6.5,40,Sí,11,Gratuidad,Sí,Desplazado/a,Sí,4,34,No,2,3,3,3,3,4,1,2,1,2,2,2,2,2,2,2,2.625,1.875,2.25,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3.857142857142857,3.5714285714285716,3.7142857142857144,2,2,1,2,1,1,2,1,2,1,2,1,1.5,1.5,1.5,4,4,3,2,3,4,3,2,4,3,4,2,3,4,3,4,4,4,3.3333333333333335,3,3.6666666666666665,3.3333333333333335
INV-206,Hombre,26,Región centro,No,Educación,4°,4.4,45,No,0,Beca excelencia,Sí,Local,No,2,12,No,2,3,3,4,3,3,2,3,4,3,4,3,3,3,3,3,2.875,3.25,3.0625,3,4,4,3,3,2,4,3,3,2,3,3,3,3,3.2857142857142856,2.857142857142857,3.0714285714285716,1,1,2,3,2,2,3,2,2,3,3,3,1.8333333333333333,2.6666666666666665,2.25,3,1,2,2,3,2,4,3,3,2,3,3,3,3,3,3,3,3,2.1666666666666665,3,3,2.7222222222222223
INV-207,Mujer,17,RM,Sí,Psicología,3°,3.7,40,No,0,Gratuidad,Sí,Local,No,2,18,No,1,1,1,2,1,3,1,3,2,2,2,3,2,3,2,2,1.625,2.25,1.9375,3,1,1,2,2,2,1,4,4,4,3,3,3,3,1.7142857142857142,3.4285714285714284,2.5714285714285716,4,3,3,3,3,4,3,2,2,1,4,4,3.3333333333333335,2.6666666666666665,3,2,3,2,3,3,3,2,3,3,2,2,2,3,3,2,3,3,3,2.6666666666666665,2.3333333333333335,2.8333333333333335,2.611111111111111
INV-208,Mujer,23,Región sur,No,Enfermería,2°,5.2,44,No,0,Sin beca,Sí,Desplazado/a,No,4,23,Sí,3,4,3,3,3,3,2,3,3,3,3,2,3,3,1,3,3,2.625,2.8125,3,3,2,2,2,2,2,3,2,3,3,2,2,2,2.2857142857142856,2.4285714285714284,2.357142857142857,2,2,1,2,1,2,2,3,4,3,3,2,1.6666666666666667,2.8333333333333335,2.25,4,4,3,4,4,2,3,4,3,4,4,4,3,3,2,2,4,3,3.5,3.6666666666666665,2.8333333333333335,3.3333333333333335
INV-209,Hombre,25,Región norte,No,Otra,2°,6.6,49,Sí,27,Sin beca,No,Desplazado/a,No,4,26,No,2,2,3,1,3,3,3,4,2,1,2,1,2,1,2,1,2.625,1.5,2.0625,3,3,3,3,3,4,2,2,3,4,4,3,4,3,3,3.2857142857142856,3.142857142857143,3,3,3,4,3,3,3,3,3,2,4,2,3.1666666666666665,2.8333333333333335,3,4,4,3,4,4,3,3,4,2,4,4,1,3,3,3,3,3,3,3.6666666666666665,3,3,3.2222222222222223
INV-210,Mujer,24,RM,No,Psicología,1°,4.5,56,No,0,Otra beca,Sí,Local,No,2,8,No,1,2,2,2,3,2,2,2,2,2,2,3,2,1,2,2,2,2,2,3,4,4,4,3,4,4,2,2,4,3,3,3,3,3.7142857142857144,2.857142857142857,3.2857142857142856,2,4,3,3,4,3,2,2,3,2,2,2,3.1666666666666665,2.1666666666666665,2.6666666666666665,1,2,4,2,4,4,1,3,2,2,2,2,3,2,2,3,2,3,2.8333333333333335,2,2.5,2.4444444444444446
INV-211,Hombre,21,Región sur,No,Psicología,3°,3.8,60,No,0,Beca excelencia,Sí,Desplazado/a,No,2,15,No,2,1,1,1,1,1,1,3,1,2,2,1,2,1,1,1,1.375,1.375,1.375,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1.8571428571428572,1.5714285714285714,1.7142857142857142,2,4,4,2,2,4,2,2,2,1,2,3,3,2,2.5,3,2,2,2,2,3,2,2,2,3,3,2,1,2,2,2,4,2,2.3333333333333335,2.3333333333333335,2.1666666666666665,2.2777777777777777
INV-212,Mujer,19,Región sur,Sí,Trabajo Social,5°,4.4,38,No,0,Gratuidad,No,Local,No,3,23,Sí,2,2,1,3,2,3,2,4,2,2,2,1,1,1,1,2,2.375,1.5,1.9375,3,4,3,3,3,4,4,3,3,4,3,4,4,3,3.4285714285714284,3.4285714285714284,3.4285714285714284,1,1,1,1,2,1,1,1,1,2,2,1,1.1666666666666667,1.3333333333333333,1.25,2,3,3,1,2,2,2,2,2,3,2,3,3,3,3,2,3,2,2.1666666666666665,2.3333333333333335,2.6666666666666665,2.388888888888889
INV-213,Hombre,31,RM,Sí,Psicología,1°,4.3,53,No,0,Otra beca,Sí,Local,No,NA,16,Sí,3,4,3,4,3,2,3,1,4,4,4,4,3,3,4,4,2.875,3.75,3.3125,3,2,3,3,3,2,3,2,2,2,3,3,3,4,2.7142857142857144,2.7142857142857144,2.7142857142857144,2,2,2,3,2,1,3,2,3,2,2,3,2,2.5,2.25,1,2,2,2,1,3,3,2,2,3,3,2,2,3,2,3,3,3,1.8333333333333333,2.5,2.6666666666666665,2.3333333333333335
INV-214,Hombre,20,RM,No,Psicología,3°,4.6,43,Sí,10,Gratuidad,Sí,Local,No,4,27,Sí,4,4,4,3,3,4,4,3,2,3,1,3,1,3,1,2,3.625,2,2.8125,3,4,3,3,4,3,3,3,3,4,2,4,4,2,3.2857142857142856,3.142857142857143,3.2142857142857144,2,2,2,3,3,2,1,2,2,1,2,3,2.3333333333333335,1.8333333333333333,2.0833333333333335,3,4,3,4,4,2,2,2,3,3,3,2,1,3,3,2,2,2,3.3333333333333335,2.5,2.1666666666666665,2.6666666666666665
INV-215,Hombre,20,RM,Sí,Psicología,5°,4.4,48,Sí,29,Sin beca,No,Desplazado/a,No,3,8,No,3,2,2,2,3,3,2,3,1,3,2,1,2,2,3,2,2.5,2,2.25,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1.4285714285714286,2,1.7142857142857142,3,2,2,1,2,3,2,3,3,2,3,2,2.1666666666666665,2.5,2.3333333333333335,2,2,3,3,3,4,3,2,2,2,2,3,2,2,2,2,1,1,2.8333333333333335,2.3333333333333335,1.6666666666666667,2.2777777777777777
INV-216,Mujer,26,Extranjero,Sí,Psicología,5°,3.8,33,No,0,Gratuidad,No,Desplazado/a,No,3,24,No,2,2,1,3,2,2,2,3,3,3,3,4,3,4,3,4,2.125,3.375,2.75,2,1,2,2,3,3,2,2,3,2,1,2,2,2,2.142857142857143,2,2.0714285714285716,2,2,2,2,3,3,3,1,4,3,2,1,2.3333333333333335,2.3333333333333335,2.3333333333333335,1,2,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1.3333333333333333,1.5,1.6666666666666667,1.5
INV-217,Mujer,20,RM,No,Educación,3°,3.5,49,Sí,14,Sin beca,Sí,Local,No,3,7,No,3,2,2,3,3,3,2,3,3,4,1,2,1,3,3,3,2.625,2.5,2.5625,4,4,3,4,3,3,4,3,3,3,3,2,3,2,3.5714285714285716,2.7142857142857144,3.142857142857143,2,3,1,3,2,4,3,2,3,2,4,3,2.5,2.8333333333333335,2.6666666666666665,4,4,3,4,4,3,2,3,3,4,3,3,4,3,4,3,4,4,3.6666666666666665,3,3.6666666666666665,3.4444444444444446
INV-218,Otro,20,RM,Sí,Enfermería,1°,5.2,54,Sí,18,Sin beca,No,Desplazado/a,No,3,NA,No,2,1,2,2,1,2,3,3,2,2,3,2,1,3,2,2,2,2.125,2.0625,1,2,4,1,2,3,2,2,3,2,1,3,3,2,2.142857142857143,2.2857142857142856,2.2142857142857144,3,3,4,4,4,2,2,3,3,4,3,3,3.3333333333333335,3,3.1666666666666665,2,3,3,2,3,3,2,3,2,3,3,1,3,2,3,2,4,2,2.6666666666666665,2.3333333333333335,2.6666666666666665,2.5555555555555554
INV-219,Hombre,19,Región sur,Sí,Educación,4°,3.9,40,Sí,25,Gratuidad,No,Local,Sí,4,25,Sí,3,4,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3.125,3.125,3.125,3,4,3,3,3,3,4,2,3,3,2,3,2,2,3.2857142857142856,2.4285714285714284,2.857142857142857,1,3,2,3,2,3,2,1,1,1,1,1,2.3333333333333335,1.1666666666666667,1.75,4,4,4,4,4,4,4,3,4,4,3,3,2,3,4,4,4,3,4,3.5,3.3333333333333335,3.611111111111111
INV-220,Mujer,22,Región norte,No,Psicología,3°,5.6,40,Sí,10,Sin beca,No,Local,Sí,3,9,Sí,2,3,3,3,3,1,3,2,2,2,3,3,3,2,2,2,2.5,2.375,2.4375,2,2,4,3,4,3,3,3,2,3,2,4,3,3,3,2.857142857142857,2.9285714285714284,2,2,1,2,2,2,1,1,1,1,1,1,1.8333333333333333,1,1.4166666666666667,2,3,3,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2.5,2.8333333333333335,2,2.4444444444444446
INV-221,Mujer,25,Región centro,Sí,Psicología,4°,5.3,45,No,0,Gratuidad,Sí,Desplazado/a,No,1,3,No,2,3,2,2,4,2,1,2,2,3,2,2,2,2,2,2,2.25,2.125,2.1875,2,2,2,2,1,2,1,2,1,4,2,2,3,1,1.7142857142857142,2.142857142857143,1.9285714285714286,2,2,1,2,1,3,2,3,3,2,3,1,1.8333333333333333,2.3333333333333335,2.0833333333333335,3,3,2,3,2,2,2,1,2,3,3,2,1,1,2,2,3,2,2.5,2.1666666666666665,1.8333333333333333,2.1666666666666665
