id,sexo,edad,nivel_educacional,estado_civil,n_hijos,region,tipo_organizacion,anos_residencia,tipo_zona,nivel_ses,acceso_servicios_basicos,victima_delito_anio,confianza_carabineros,confianza_municipio,anos_en_organizacion,cargo_directivo,actividad_laboral,migrante,acceso_areas_verdes,esc_i01,esc_i02,esc_i03,esc_i04,esc_i05,esc_i06,esc_i07,esc_i08,esc_i09,esc_i10,esc_i11,esc_i12,esc_i13,esc_i14,esc_i15,esc_i16,esc_pertenencia,esc_influencia,esc_total,ecs_i01,ecs_i02,ecs_i03,ecs_i04,ecs_i05,ecs_i06,ecs_i07,ecs_i08,ecs_i09,ecs_i10,ecs_i11,ecs_i12,ecs_i13,ecs_i14,ecs_i15,ecs_i16,ecs_i17,ecs_i18,ecs_redes_apoyo,ecs_confianza,ecs_normas_reciprocidad,ecs_total,ebc_i01,ebc_i02,ebc_i03,ebc_i04,ebc_i05,ebc_i06,ebc_i07,ebc_i08,ebc_i09,ebc_i10,ebc_i11,ebc_i12,ebc_i13,ebc_i14,ebc_satisfaccion_barrio,ebc_cohesion,ebc_total,cps_i01,cps_i02,cps_i03,cps_i04,cps_i05,cps_i06,cps_i07,cps_i08,cps_i09,cps_i10,cps_i11,cps_i12,cps_formal,cps_informal,cps_total
SC-165,Mujer,59,Básica,Separado/a,2,Valparaíso,Club deportivo,4,Urbano,Bajo,Sí,No,3,3,7,No,Empleado/a,No,Sí,2,3,1,2,3,2,3,3,3,2,3,2,4,2,3,2,2.375,2.625,2.5,2,3,2,2,1,2,2,3,2,3,2,2,3,4,3,3,2,2,2,2.3333333333333335,2.8333333333333335,2.388888888888889,1,2,3,2,1,2,3,3,3,2,3,4,3,3,2,3,2.5,3,3,2,3,2,3,3,3,3,4,2,3,2.6666666666666665,3,2.8333333333333335
SC-166,Mujer,70,Técnico,Soltero/a,2,O'Higgins,Org. social,16,Rural,Medio,Sí,No,5,5,1,Sí,Empleado/a,No,No,4,2,4,4,3,3,4,3,3,4,3,4,3,4,2,4,3.375,3.375,3.375,3,3,3,4,4,3,4,4,4,3,4,2,4,4,4,3,4,4,3.3333333333333335,3.5,3.8333333333333335,3.5555555555555554,2,2,3,2,2,2,2,3,2,2,3,4,4,2,2.142857142857143,2.857142857142857,2.5,4,4,4,4,4,3,3,3,3,2,2,3,3.8333333333333335,2.6666666666666665,3.25
SC-167,Hombre,33,Técnico,Casado/a,4,RM,Org. social,4,Semi-rural,Bajo,No,Sí,1,1,16,No,Empleado/a,No,Sí,3,2,3,2,2,2,3,3,2,2,3,2,2,2,3,2,2.5,2.25,2.375,2,1,3,2,1,3,3,4,3,3,2,3,3,1,2,2,2,1,2,3,1.8333333333333333,2.2777777777777777,3,3,2,3,3,2,2,2,2,2,1,1,2,2,2.5714285714285716,1.7142857142857142,2.142857142857143,1,1,2,3,1,3,3,3,3,2,2,1,1.8333333333333333,2.3333333333333335,2.0833333333333335
SC-168,Mujer,53,Media,Casado/a,1,RM,Junta vecinos,33,Semi-rural,Medio,Sí,No,4,5,1,No,Jubilado/a,No,Sí,2,2,4,2,3,3,4,3,3,2,2,4,4,3,3,3,2.875,3,2.9375,2,2,3,3,2,4,2,3,2,1,2,2,3,2,2,2,2,2,2.6666666666666665,2,2.1666666666666665,2.2777777777777777,3,3,2,3,3,3,3,2,2,3,3,1,2,2,2.857142857142857,2.142857142857143,2.5,1,3,2,3,2,3,3,3,2,3,3,3,2.3333333333333335,2.8333333333333335,2.5833333333333335
SC-169,Hombre,61,Técnico,Soltero/a,5,RM,Org. social,3,Urbano,Bajo,No,No,NA,3,2,Sí,Independiente,No,No,3,2,2,3,2,2,3,4,3,4,3,4,3,3,4,2,2.625,3.25,2.9375,4,3,3,4,4,3,3,3,3,3,3,3,2,2,2,4,3,2,3.5,3,2.5,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2.857142857142857,2.7142857142857144,2.7857142857142856,3,3,2,2,3,1,2,1,2,3,2,3,2.3333333333333335,2.1666666666666665,2.25
SC-170,Mujer,37,Técnico,Casado/a,2,Otra,Org. social,2,Urbano,Medio,Sí,Sí,3,3,1,No,Independiente,No,Sí,3,3,3,2,2,3,3,2,1,1,2,1,1,3,1,1,2.625,1.375,2,2,2,4,3,2,3,3,1,2,2,3,3,3,3,3,3,2,3,2.6666666666666665,2.3333333333333335,2.8333333333333335,2.611111111111111,1,2,1,2,2,2,3,3,2,2,2,2,3,4,1.8571428571428572,2.5714285714285716,2.2142857142857144,3,3,1,1,1,2,3,3,3,2,2,3,1.8333333333333333,2.6666666666666665,2.25
SC-171,Mujer,80,Media,Casado/a,1,O'Higgins,Org. social,7,Rural,Medio,Sí,No,2,3,4,No,Independiente,No,Sí,4,3,4,2,2,2,2,2,2,3,2,2,3,3,2,3,2.625,2.5,2.5625,3,3,2,2,2,3,2,2,3,2,3,3,2,3,2,2,3,3,2.5,2.5,2.5,2.5,2,2,3,3,2,2,2,3,2,2,4,2,3,3,2.2857142857142856,2.7142857142857144,2.5,2,2,2,3,3,2,2,2,2,2,2,1,2.3333333333333335,1.8333333333333333,2.0833333333333335
SC-172,Hombre,68,Media,Conviviente,4,RM,Junta vecinos,14,Semi-rural,Medio,Sí,No,3,2,2,Sí,Jubilado/a,No,No,2,3,3,2,4,3,3,3,3,4,3,4,3,4,3,4,2.875,3.5,3.1875,3,2,3,2,3,3,2,3,2,3,3,3,3,3,2,3,3,2,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2,3,4,3,3,4,3,2,3,3,2,3,3,2,3.142857142857143,2.5714285714285716,2.857142857142857,4,4,4,4,3,3,4,3,3,3,4,3,3.6666666666666665,3.3333333333333335,3.5
SC-173,Mujer,35,Universitario,Soltero/a,2,Valparaíso,Org. social,NA,Urbano,Medio,Sí,Sí,3,2,7,No,Empleado/a,No,No,3,4,3,4,2,3,2,4,4,4,3,3,4,4,3,3,3.125,3.5,3.3125,4,3,3,2,3,3,2,3,2,2,2,2,4,2,2,2,2,1,3,2.1666666666666665,2.1666666666666665,2.4444444444444446,1,1,1,3,2,2,2,2,3,4,3,4,2,4,1.7142857142857142,3.142857142857143,2.4285714285714284,3,4,3,3,2,2,1,2,1,3,1,1,2.8333333333333335,1.5,2.1666666666666665
SC-174,Hombre,54,Universitario,Soltero/a,0,RM,Junta vecinos,14,Rural,Medio,Sí,No,4,5,13,No,Desempleado/a,No,Sí,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,2,3.625,3.75,3.6875,3,3,4,4,3,3,2,3,3,2,3,2,3,4,3,4,4,3,3.3333333333333335,2.5,3.5,3.111111111111111,3,4,2,3,3,4,2,3,4,3,2,2,3,3,3,2.857142857142857,2.9285714285714284,4,2,2,4,3,2,2,3,3,2,3,3,2.8333333333333335,2.6666666666666665,2.75
SC-175,Hombre,56,Técnico,Separado/a,6,Otra,Voluntariado,8,Urbano,Alto,Sí,No,4,3,18,No,Independiente,Sí,Sí,2,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3.5,3.875,3.6875,2,3,2,3,2,3,2,3,4,3,4,3,3,3,3,4,3,3,2.5,3.1666666666666665,3.1666666666666665,2.9444444444444446,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3.7142857142857144,3.857142857142857,3,2,4,4,3,4,4,3,4,3,3,3,3.3333333333333335,3.3333333333333335,3.3333333333333335
SC-176,Hombre,57,Media,Conviviente,0,Maule,Org. social,1,Urbano,Alto,Sí,No,1,2,6,No,Desempleado/a,No,Sí,2,2,2,1,2,2,1,4,1,2,2,2,2,1,1,2,2,1.625,1.8125,2,2,3,3,2,3,3,2,3,3,2,2,2,2,2,2,3,1,2.5,2.5,2,2.3333333333333335,2,3,3,3,4,4,2,2,3,2,3,3,4,3,3,2.857142857142857,2.9285714285714284,2,3,2,4,3,2,2,2,2,1,3,2,2.6666666666666665,2,2.3333333333333335
SC-177,Mujer,33,Media,Separado/a,4,Valparaíso,Junta vecinos,7,Semi-rural,Alto,No,No,3,3,11,No,Empleado/a,No,Sí,3,2,2,2,2,2,2,2,3,3,3,3,2,3,2,3,2.125,2.75,2.4375,4,3,4,4,3,3,3,3,4,3,3,3,4,4,4,4,3,3,3.5,3.1666666666666665,3.6666666666666665,3.4444444444444446,3,4,4,3,4,4,4,4,4,4,3,4,4,4,3.7142857142857144,3.857142857142857,3.7857142857142856,1,3,3,3,3,3,3,1,3,1,1,2,2.6666666666666665,1.8333333333333333,2.25
SC-178,Hombre,30,Media,Soltero/a,0,RM,Org. social,14,Semi-rural,Medio,No,No,2,4,9,No,Independiente,No,No,3,2,2,3,3,3,2,2,1,2,2,2,2,3,2,3,2.5,2.125,2.3125,3,3,4,2,2,2,2,2,1,2,2,1,3,2,2,3,3,4,2.6666666666666665,1.6666666666666667,2.8333333333333335,2.388888888888889,1,1,2,3,1,1,2,2,2,2,2,2,2,3,1.5714285714285714,2.142857142857143,1.8571428571428572,1,1,2,1,1,1,2,2,1,1,2,2,1.1666666666666667,1.6666666666666667,1.4166666666666667
SC-179,Hombre,56,Básica,Casado/a,1,Maule,Club deportivo,1,Semi-rural,Medio,No,Sí,NA,NA,28,Sí,Empleado/a,No,Sí,2,3,4,3,3,4,4,4,2,2,2,3,2,2,2,1,3.375,2,2.6875,4,4,3,3,3,4,3,3,3,2,4,4,2,3,4,3,4,3,3.5,3.1666666666666665,3.1666666666666665,3.2777777777777777,3,2,3,3,2,3,3,4,3,3,3,3,2,4,2.7142857142857144,3.142857142857143,2.9285714285714284,2,2,2,3,2,3,2,1,1,2,1,1,2.3333333333333335,1.3333333333333333,1.8333333333333333
SC-180,Hombre,80,Básica,Casado/a,2,RM,Club deportivo,4,Semi-rural,Medio,Sí,No,2,1,9,No,Labores hogar,No,Sí,2,1,1,2,2,1,2,4,2,4,2,2,3,2,2,4,1.875,2.625,2.25,2,3,3,2,3,2,2,2,1,2,2,3,2,2,2,2,2,3,2.5,2,2.1666666666666665,2.2222222222222223,3,2,2,3,3,2,3,3,3,3,2,2,2,4,2.5714285714285716,2.7142857142857144,2.642857142857143,3,3,3,3,2,3,2,4,3,3,3,2,2.8333333333333335,2.8333333333333335,2.8333333333333335
SC-181,Mujer,43,Postgrado,Conviviente,3,O'Higgins,Junta vecinos,13,Rural,Bajo,Sí,Sí,5,5,14,No,Jubilado/a,No,Sí,4,3,4,2,4,4,3,2,3,4,4,3,3,4,4,3,3.25,3.5,3.375,3,4,3,3,3,4,3,3,3,2,4,3,4,3,3,4,2,3,3.3333333333333335,3,3.1666666666666665,3.1666666666666665,3,3,4,1,2,3,2,3,4,3,4,3,3,3,2.5714285714285716,3.2857142857142856,2.9285714285714284,4,4,2,3,4,2,2,2,1,3,2,3,3.1666666666666665,2.1666666666666665,2.6666666666666665
SC-182,Mujer,62,Técnico,Viudo/a,3,RM,Club deportivo,8,Urbano,Alto,Sí,No,5,4,3,No,Empleado/a,No,No,3,4,3,4,1,3,3,3,3,3,3,3,3,3,3,2,3,2.875,2.9375,3,2,3,2,2,3,2,2,2,3,2,3,3,3,3,3,2,2,2.5,2.3333333333333335,2.6666666666666665,2.5,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3.7142857142857144,3.7142857142857144,3.7142857142857144,3,2,2,2,3,3,3,2,1,1,3,2,2.5,2,2.25
SC-183,Hombre,21,Básica,Conviviente,2,Valparaíso,Voluntariado,12,Urbano,Medio,Sí,Sí,3,3,12,Sí,Independiente,No,Sí,3,4,4,3,2,3,4,4,2,3,2,3,4,2,2,4,3.375,2.75,3.0625,3,3,2,2,2,3,4,3,3,3,2,3,2,3,3,3,3,3,2.5,3,2.8333333333333335,2.7777777777777777,3,4,3,4,3,3,3,4,3,3,2,3,4,3,3.2857142857142856,3.142857142857143,3.2142857142857144,3,4,3,3,3,3,3,2,1,2,2,3,3.1666666666666665,2.1666666666666665,2.6666666666666665
SC-184,Mujer,40,Media,Soltero/a,1,RM,Junta vecinos,43,Urbano,Bajo,Sí,Sí,4,4,2,No,Desempleado/a,No,No,4,4,3,2,3,3,3,2,2,3,2,4,1,4,3,3,3,2.75,2.875,3,4,2,3,3,2,2,2,3,2,2,3,3,4,3,2,4,2,2.8333333333333335,2.3333333333333335,3,2.7222222222222223,2,2,2,1,4,2,2,3,2,2,2,3,3,1,2.142857142857143,2.2857142857142856,2.2142857142857144,3,2,2,3,3,3,2,2,2,3,2,3,2.6666666666666665,2.3333333333333335,2.5
SC-185,Hombre,44,Básica,Casado/a,3,RM,Voluntariado,3,Semi-rural,Alto,Sí,No,3,4,12,Sí,Empleado/a,Sí,Sí,3,3,4,4,3,4,4,3,3,4,2,3,2,3,3,2,3.5,2.75,3.125,4,3,4,3,2,3,2,3,3,2,3,3,3,3,4,4,2,3,3.1666666666666665,2.6666666666666665,3.1666666666666665,3,3,2,2,1,2,2,2,2,3,2,3,2,3,3,2,2.5714285714285716,2.2857142857142856,3,4,4,3,3,2,3,4,4,2,2,3,3.1666666666666665,3,3.0833333333333335
SC-186,Mujer,55,Media,Separado/a,2,RM,Junta vecinos,2,Semi-rural,Bajo,Sí,No,NA,5,5,No,Labores hogar,No,Sí,3,4,4,3,4,3,4,3,4,2,2,3,2,3,3,2,3.5,2.625,3.0625,4,3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3.6666666666666665,3.6666666666666665,4,3.7777777777777777,4,3,3,3,4,4,3,3,3,4,2,3,2,3,3.4285714285714284,2.857142857142857,3.142857142857143,4,4,3,4,4,3,3,3,4,3,3,4,3.6666666666666665,3.3333333333333335,3.5
SC-187,Mujer,38,Universitario,Conviviente,4,RM,Club deportivo,1,Rural,Bajo,Sí,Sí,2,2,4,No,Jubilado/a,No,Sí,4,3,3,4,4,3,3,4,3,3,4,3,3,3,4,3,3.5,3.25,3.375,2,3,3,3,3,2,2,2,3,3,4,3,3,2,4,3,3,3,2.6666666666666665,2.8333333333333335,3,2.8333333333333335,4,3,3,3,3,3,2,3,3,3,2,3,3,4,3,3,3,3,2,1,4,3,4,3,4,4,4,3,3,2.8333333333333335,3.5,3.1666666666666665
SC-188,Mujer,49,Universitario,Conviviente,3,O'Higgins,Cooperativa,42,Semi-rural,Bajo,No,Sí,3,2,1,Sí,Empleado/a,No,No,1,1,2,2,2,2,2,2,2,4,2,2,2,2,2,4,1.75,2.5,2.125,2,3,3,2,2,3,2,2,2,2,2,2,1,3,3,2,3,2,2.5,2,2.3333333333333335,2.2777777777777777,3,4,2,3,3,3,3,2,3,3,3,3,4,3,3,3,3,2,2,1,1,1,1,1,2,2,2,2,2,1.3333333333333333,1.8333333333333333,1.5833333333333333
SC-189,Hombre,58,Básica,Conviviente,2,Otra,Junta vecinos,8,Semi-rural,Medio,No,No,1,2,3,Sí,Empleado/a,No,No,2,3,2,2,3,3,4,3,2,2,3,4,2,2,2,3,2.75,2.5,2.625,3,2,2,3,2,2,2,3,3,4,3,2,2,1,4,2,3,3,2.3333333333333335,2.8333333333333335,2.5,2.5555555555555554,3,3,3,3,4,4,3,3,3,4,4,3,3,3,3.2857142857142856,3.2857142857142856,3.2857142857142856,4,3,3,4,4,4,2,3,2,2,3,2,3.6666666666666665,2.3333333333333335,3
SC-190,Hombre,34,Media,Conviviente,2,RM,Cooperativa,10,Semi-rural,Alto,No,No,2,1,6,Sí,Labores hogar,No,Sí,2,3,2,3,2,3,3,4,3,3,2,4,3,3,3,3,2.75,3,2.875,3,3,3,4,3,4,3,3,3,4,3,2,4,3,4,2,4,3,3.3333333333333335,3,3.3333333333333335,3.2222222222222223,2,4,4,4,3,3,3,3,3,3,3,4,3,2,3.2857142857142856,3,3.142857142857143,3,3,3,3,4,4,2,3,3,2,3,4,3.3333333333333335,2.8333333333333335,3.0833333333333335
SC-191,Mujer,59,Básica,Casado/a,2,RM,Junta vecinos,5,Urbano,Bajo,No,No,4,4,NA,No,Empleado/a,No,Sí,4,2,4,3,4,4,4,2,3,3,4,4,4,4,4,2,3.375,3.5,3.4375,3,2,3,3,2,4,3,4,2,3,2,3,4,4,4,4,4,4,2.8333333333333335,2.8333333333333335,4,3.2222222222222223,3,4,4,4,4,4,4,3,3,4,4,3,3,2,3.857142857142857,3.142857142857143,3.5,3,2,2,1,2,3,3,4,3,3,3,4,2.1666666666666665,3.3333333333333335,2.75
SC-192,Mujer,50,Universitario,Conviviente,2,O'Higgins,Org. social,10,Semi-rural,Medio,No,No,3,3,11,No,Empleado/a,Sí,No,3,2,2,2,2,2,2,1,2,1,3,3,1,2,1,2,2,1.875,1.9375,3,1,3,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2.1666666666666665,1.8333333333333333,1.8333333333333333,1.9444444444444444,3,3,4,4,2,3,3,3,4,3,2,3,3,2,3.142857142857143,2.857142857142857,3,4,2,4,4,4,2,3,3,4,2,2,4,3.3333333333333335,3,3.1666666666666665
SC-193,Hombre,56,Básica,Casado/a,1,RM,Cooperativa,11,Urbano,Medio,Sí,Sí,3,3,3,No,Empleado/a,Sí,Sí,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,3.875,3.75,3.8125,3,3,3,4,3,4,3,4,4,3,4,3,4,4,4,4,4,4,3.3333333333333335,3.5,4,3.611111111111111,2,2,3,3,2,2,3,3,4,2,4,2,3,3,2.4285714285714284,3,2.7142857142857144,2,1,2,2,2,2,1,1,1,2,1,1,1.8333333333333333,1.1666666666666667,1.5
SC-194,Mujer,31,Básica,Separado/a,3,RM,Org. social,7,Urbano,Alto,No,No,1,1,12,No,Independiente,No,Sí,1,2,3,1,3,2,2,3,2,1,1,2,2,2,2,2,2.125,1.75,1.9375,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1.3333333333333333,1.5,1.8333333333333333,1.5555555555555556,2,2,1,1,3,2,1,2,2,2,2,2,2,2,1.7142857142857142,2,1.8571428571428572,1,1,2,1,2,2,1,1,2,1,1,1,1.5,1.1666666666666667,1.3333333333333333
SC-195,Mujer,51,Universitario,Conviviente,2,Maule,Voluntariado,4,Semi-rural,Medio,Sí,No,3,3,6,Sí,Independiente,No,Sí,2,3,3,3,2,3,4,2,1,2,1,2,3,2,2,3,2.75,2,2.375,3,3,2,3,3,2,2,4,3,3,3,3,3,3,3,3,3,2,2.6666666666666665,3,2.8333333333333335,2.8333333333333335,2,4,3,4,4,4,4,4,3,2,3,3,2,4,3.5714285714285716,3,3.2857142857142856,2,1,2,2,2,2,2,3,3,3,2,2,1.8333333333333333,2.5,2.1666666666666665
SC-196,Hombre,55,Media,Casado/a,3,RM,Org. social,5,Urbano,Bajo,Sí,No,4,5,3,No,Empleado/a,No,No,3,3,3,2,3,3,3,1,3,4,3,3,3,4,3,1,2.625,3,2.8125,3,3,4,4,3,3,4,1,4,3,3,3,3,3,4,3,3,3,3.3333333333333335,3,3.1666666666666665,3.1666666666666665,3,4,4,2,4,4,3,4,3,4,4,4,4,1,3.4285714285714284,3.4285714285714284,3.4285714285714284,3,4,3,4,4,3,4,3,4,3,4,4,3.5,3.6666666666666665,3.5833333333333335
SC-197,Hombre,34,Media,Separado/a,4,RM,Club deportivo,2,Urbano,Bajo,Sí,No,2,3,2,Sí,Empleado/a,No,No,4,2,4,3,2,3,3,3,2,3,2,3,2,2,2,3,3,2.375,2.6875,2,1,2,1,2,2,3,2,4,3,1,3,2,1,3,2,2,1,1.6666666666666667,2.6666666666666665,1.8333333333333333,2.0555555555555554,2,2,3,2,3,3,2,4,3,3,3,3,2,2,2.4285714285714284,2.857142857142857,2.642857142857143,3,2,2,2,3,2,2,2,2,2,2,3,2.3333333333333335,2.1666666666666665,2.25
SC-198,Mujer,26,Básica,Separado/a,4,Otra,Cooperativa,39,Urbano,Alto,Sí,No,NA,3,4,No,Desempleado/a,No,No,2,2,2,3,2,2,2,2,1,2,2,2,1,2,1,3,2.125,1.75,1.9375,1,1,3,2,1,2,1,3,2,3,1,3,2,2,3,3,2,2,1.6666666666666667,2.1666666666666665,2.3333333333333335,2.0555555555555554,3,3,2,2,2,3,3,2,2,2,2,2,2,1,2.5714285714285716,1.8571428571428572,2.2142857142857144,1,1,1,1,1,3,2,1,2,2,2,4,1.3333333333333333,2.1666666666666665,1.75
SC-199,Hombre,62,Universitario,Viudo/a,0,RM,Org. social,27,Semi-rural,Alto,No,No,2,3,5,No,Desempleado/a,No,No,2,2,3,2,3,3,3,3,2,3,2,2,3,2,1,4,2.625,2.375,2.5,2,4,4,4,2,3,4,4,4,4,4,4,3,3,2,3,3,3,3.1666666666666665,4,2.8333333333333335,3.3333333333333335,2,2,3,3,2,3,2,2,4,3,2,3,3,2,2.4285714285714284,2.7142857142857144,2.5714285714285716,4,3,2,3,2,4,2,2,2,2,2,2,3,2,2.5
SC-200,Hombre,65,Postgrado,Soltero/a,2,RM,Club deportivo,8,Urbano,Bajo,Sí,No,4,4,11,No,Desempleado/a,No,Sí,3,3,4,3,4,3,4,2,4,4,4,3,3,4,3,3,3.25,3.5,3.375,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3.8333333333333335,4,3.6666666666666665,3.8333333333333335,4,3,3,3,3,4,3,3,4,4,4,3,4,3,3.2857142857142856,3.5714285714285716,3.4285714285714284,3,3,4,4,2,4,3,3,3,3,3,3,3.3333333333333335,3,3.1666666666666665
SC-201,Hombre,39,Universitario,Casado/a,2,RM,Voluntariado,3,Semi-rural,Medio,No,Sí,2,4,7,No,Empleado/a,No,Sí,2,2,2,3,2,2,2,2,2,4,4,3,2,3,2,4,2.125,3,2.5625,3,2,2,2,2,2,3,3,3,2,3,3,3,4,2,4,4,3,2.1666666666666665,2.8333333333333335,3.3333333333333335,2.7777777777777777,1,2,2,2,3,2,2,2,2,3,3,4,3,2,2,2.7142857142857144,2.357142857142857,4,2,3,3,2,4,3,2,4,2,3,2,3,2.6666666666666665,2.8333333333333335
SC-202,Hombre,53,Básica,Casado/a,4,Valparaíso,Org. social,1,Urbano,Medio,Sí,No,5,3,15,No,Empleado/a,No,Sí,3,3,4,3,4,3,3,3,2,3,2,3,2,3,2,2,3.25,2.375,2.8125,4,4,3,4,4,4,4,3,4,4,4,3,3,4,4,4,3,3,3.8333333333333335,3.6666666666666665,3.5,3.6666666666666665,2,3,3,3,2,3,1,3,3,3,3,2,2,3,2.4285714285714284,2.7142857142857144,2.5714285714285716,3,3,3,3,4,4,2,2,2,3,4,4,3.3333333333333335,2.8333333333333335,3.0833333333333335
SC-203,Mujer,47,Universitario,Casado/a,0,RM,Cooperativa,3,Urbano,Bajo,Sí,No,4,2,4,No,Empleado/a,No,Sí,3,3,3,4,4,3,4,3,2,3,2,3,4,3,3,4,3.375,3,3.1875,3,2,3,4,2,4,4,4,3,4,4,4,3,3,4,3,4,3,3,3.8333333333333335,3.3333333333333335,3.388888888888889,2,2,2,3,2,3,2,3,3,1,1,2,2,3,2.2857142857142856,2.142857142857143,2.2142857142857144,2,4,2,2,2,2,2,2,4,3,3,3,2.3333333333333335,2.8333333333333335,2.5833333333333335
SC-204,Hombre,28,Básica,Casado/a,6,Otra,Org. social,2,Rural,Medio,No,No,3,4,8,No,Independiente,No,Sí,4,3,3,2,3,3,4,2,4,3,4,2,4,4,4,3,3,3.5,3.25,3,4,4,3,3,4,3,3,3,3,3,4,3,3,3,3,4,4,3.5,3.1666666666666665,3.3333333333333335,3.3333333333333335,2,4,2,2,2,3,2,3,3,2,2,4,2,2,2.4285714285714284,2.5714285714285716,2.5,3,4,2,2,3,3,3,2,2,3,3,4,2.8333333333333335,2.8333333333333335,2.8333333333333335
SC-205,Hombre,23,Media,Casado/a,0,RM,Club deportivo,12,Urbano,Medio,Sí,No,3,4,6,No,Labores hogar,No,Sí,3,4,3,4,2,3,4,3,3,4,4,4,4,3,3,4,3.25,3.625,3.4375,3,2,3,3,2,3,3,3,2,3,3,2,3,4,4,4,2,4,2.6666666666666665,2.6666666666666665,3.5,2.9444444444444446,3,2,3,2,3,2,2,3,2,4,2,2,2,1,2.4285714285714284,2.2857142857142856,2.357142857142857,2,2,3,1,3,1,2,2,1,1,1,2,2,1.5,1.75
SC-206,Mujer,63,Media,Separado/a,2,RM,Org. social,16,Rural,Medio,Sí,Sí,3,2,1,No,Labores hogar,No,Sí,3,2,1,3,3,2,2,2,2,2,3,2,2,3,2,3,2.25,2.375,2.3125,4,3,3,3,3,4,3,4,2,3,3,2,4,4,4,3,3,3,3.3333333333333335,2.8333333333333335,3.5,3.2222222222222223,4,2,2,2,2,2,3,2,2,2,2,3,1,2,2.4285714285714284,2,2.2142857142857144,1,2,2,1,2,2,1,1,1,1,1,1,1.6666666666666667,1,1.3333333333333333
SC-207,Hombre,23,Media,Soltero/a,3,RM,Junta vecinos,11,Semi-rural,Bajo,Sí,No,5,2,5,No,Independiente,No,No,4,3,4,4,4,3,3,4,4,3,3,4,3,4,4,3,3.625,3.5,3.5625,3,4,4,4,4,4,3,4,4,3,4,2,3,4,4,4,4,4,3.8333333333333335,3.3333333333333335,3.8333333333333335,3.6666666666666665,3,3,2,4,3,4,3,4,3,4,4,3,3,4,3.142857142857143,3.5714285714285716,3.357142857142857,3,1,3,3,1,2,2,2,3,2,3,2,2.1666666666666665,2.3333333333333335,2.25
SC-208,Otro,30,Técnico,Separado/a,2,Otra,Voluntariado,22,Urbano,Bajo,Sí,No,3,4,1,No,Independiente,No,No,2,3,3,3,4,3,3,4,4,3,2,4,3,1,3,2,3.125,2.75,2.9375,4,3,2,2,3,4,3,4,4,4,4,2,4,2,3,3,3,4,3,3.5,3.1666666666666665,3.2222222222222223,1,2,2,3,2,2,3,2,3,3,3,3,2,2,2.142857142857143,2.5714285714285716,2.357142857142857,3,2,2,2,2,3,4,3,1,4,3,3,2.3333333333333335,3,2.6666666666666665
SC-209,Mujer,49,Universitario,Casado/a,2,Maule,Voluntariado,31,Rural,Alto,No,Sí,4,4,4,No,Labores hogar,No,No,3,3,3,2,3,4,2,4,3,3,4,4,4,4,3,2,3,3.375,3.1875,4,3,3,3,3,1,2,2,2,2,2,1,2,3,2,3,3,2,2.8333333333333335,1.8333333333333333,2.5,2.388888888888889,4,3,4,3,4,4,3,4,3,3,3,3,4,3,3.5714285714285716,3.2857142857142856,3.4285714285714284,2,2,2,1,2,3,3,1,3,2,3,2,2,2.3333333333333335,2.1666666666666665
SC-210,Hombre,49,Media,Casado/a,1,RM,Junta vecinos,33,Semi-rural,Bajo,No,Sí,2,2,5,No,Jubilado/a,Sí,Sí,4,3,4,4,3,2,3,3,2,2,3,3,3,2,2,3,3.25,2.5,2.875,4,4,4,4,4,4,2,3,2,3,3,3,3,2,3,2,3,2,4,2.6666666666666665,2.5,3.0555555555555554,4,3,3,4,4,3,3,2,3,2,3,2,4,2,3.4285714285714284,2.5714285714285716,3,1,1,1,1,1,4,2,1,2,2,2,2,1.5,1.8333333333333333,1.6666666666666667
SC-211,Hombre,50,Media,Viudo/a,1,RM,Junta vecinos,37,Urbano,Alto,No,No,2,5,7,No,Empleado/a,No,Sí,3,4,4,3,3,4,2,2,4,4,2,2,3,3,3,3,3.125,3,3.0625,3,3,2,2,4,3,4,3,3,3,4,2,4,2,4,2,4,3,2.8333333333333335,3.1666666666666665,3.1666666666666665,3.0555555555555554,3,3,2,3,3,3,3,2,2,2,2,2,3,2,2.857142857142857,2.142857142857143,2.5,3,2,3,3,2,2,2,2,2,3,3,4,2.5,2.6666666666666665,2.5833333333333335
